"query.number"	"significant"	"p.value"	"term.size"	"query.size"	"overlap.size"	"precision"	"recall"	"term.id"	"domain"	"subgraph.number"	"term.name"	"relative.depth"	"intersection"	"IC"
"22"	"thistle2"	TRUE	5.19e-09	1280	115	33	0.287	0.026	"GO:0006952"	"BP"	2	"defense response"	3	"ENSG00000007908,ENSG00000008438,ENSG00000008516,ENSG00000076662,ENSG00000081041,ENSG00000085265,ENSG00000099985,ENSG00000101307,ENSG00000102010,ENSG00000103313,ENSG00000115607,ENSG00000118520,ENSG00000119535,ENSG00000124882,ENSG00000125538,ENSG00000126262,ENSG00000126759,ENSG00000128383,ENSG00000137801,ENSG00000143546,ENSG00000163220,ENSG00000163221,ENSG00000163421,ENSG00000163661,ENSG00000166523,ENSG00000171049,ENSG00000171051,ENSG00000172216,ENSG00000173535,ENSG00000174885,ENSG00000180871,ENSG00000184557,ENSG00000186407"	3.48633813025068
"23"	"thistle2"	TRUE	5.1e-08	534	115	21	0.183	0.039	"GO:0006954"	"BP"	2	"inflammatory response"	4	"ENSG00000007908,ENSG00000008516,ENSG00000081041,ENSG00000099985,ENSG00000103313,ENSG00000115607,ENSG00000125538,ENSG00000126262,ENSG00000126759,ENSG00000137801,ENSG00000143546,ENSG00000163220,ENSG00000163221,ENSG00000163421,ENSG00000163661,ENSG00000171049,ENSG00000171051,ENSG00000172216,ENSG00000173535,ENSG00000174885,ENSG00000180871"	5.15277992850217
"24"	"thistle2"	TRUE	0.000109	7	115	4	0.035	0.571	"GO:0002523"	"BP"	2	"leukocyte migration involved in inflammatory response"	5	"ENSG00000007908,ENSG00000126262,ENSG00000143546,ENSG00000163220"	9.52349280327578
"25"	"thistle2"	TRUE	5.16e-19	1801	115	52	0.452	0.029	"GO:0006955"	"BP"	2	"immune response"	2	"ENSG00000008438,ENSG00000008516,ENSG00000076662,ENSG00000077984,ENSG00000081041,ENSG00000085265,ENSG00000101307,ENSG00000102010,ENSG00000103196,ENSG00000103313,ENSG00000104918,ENSG00000105501,ENSG00000115271,ENSG00000115590,ENSG00000115604,ENSG00000115607,ENSG00000117090,ENSG00000118520,ENSG00000124102,ENSG00000124882,ENSG00000125538,ENSG00000125910,ENSG00000126262,ENSG00000126759,ENSG00000128383,ENSG00000133710,ENSG00000137801,ENSG00000143546,ENSG00000145287,ENSG00000155307,ENSG00000158825,ENSG00000162747,ENSG00000163220,ENSG00000163221,ENSG00000163464,ENSG00000163661,ENSG00000163993,ENSG00000166523,ENSG00000171049,ENSG00000171051,ENSG00000171236,ENSG00000172216,ENSG00000172322,ENSG00000173535,ENSG00000180871,ENSG00000182885,ENSG00000183019,ENSG00000184557,ENSG00000186407,ENSG00000186431,ENSG00000188404,ENSG00000257335"	3.39074573133391
"26"	"thistle2"	TRUE	0.00121	708	115	18	0.157	0.025	"GO:0045087"	"BP"	2	"innate immune response"	3	"ENSG00000008438,ENSG00000076662,ENSG00000085265,ENSG00000101307,ENSG00000102010,ENSG00000103313,ENSG00000118520,ENSG00000124882,ENSG00000126262,ENSG00000126759,ENSG00000128383,ENSG00000143546,ENSG00000163220,ENSG00000163221,ENSG00000163661,ENSG00000166523,ENSG00000184557,ENSG00000186407"	3.99168559335939
"27"	"thistle2"	TRUE	0.0171	855	115	18	0.157	0.021	"GO:0050776"	"BP"	2	"regulation of immune response"	3	"ENSG00000076662,ENSG00000085265,ENSG00000115604,ENSG00000118520,ENSG00000124882,ENSG00000125538,ENSG00000126262,ENSG00000126759,ENSG00000133710,ENSG00000143546,ENSG00000155307,ENSG00000163220,ENSG00000166523,ENSG00000171049,ENSG00000171051,ENSG00000184557,ENSG00000186407,ENSG00000188404"	3.93736837208781
"28"	"thistle2"	TRUE	0.0101	440	115	13	0.113	0.03	"GO:0042330"	"BP"	2	"taxis"	1	"ENSG00000081041,ENSG00000111913,ENSG00000126262,ENSG00000137801,ENSG00000138135,ENSG00000143546,ENSG00000163220,ENSG00000163221,ENSG00000163421,ENSG00000163464,ENSG00000171049,ENSG00000171051,ENSG00000180871"	4.62939132543547
"29"	"thistle2"	TRUE	1.44e-14	1140	115	38	0.33	0.033	"GO:0001775"	"BP"	2	"cell activation"	1	"ENSG00000008438,ENSG00000008516,ENSG00000085265,ENSG00000101307,ENSG00000102010,ENSG00000103196,ENSG00000104918,ENSG00000105501,ENSG00000107968,ENSG00000111913,ENSG00000115271,ENSG00000117090,ENSG00000118520,ENSG00000125538,ENSG00000126759,ENSG00000133710,ENSG00000137801,ENSG00000143546,ENSG00000145287,ENSG00000155307,ENSG00000158825,ENSG00000162747,ENSG00000163220,ENSG00000163221,ENSG00000163464,ENSG00000163661,ENSG00000163993,ENSG00000171049,ENSG00000171051,ENSG00000171236,ENSG00000172216,ENSG00000172322,ENSG00000180871,ENSG00000182885,ENSG00000183019,ENSG00000186431,ENSG00000188404,ENSG00000257335"	4.36846860655422
"30"	"thistle2"	TRUE	2.47e-16	1011	115	38	0.33	0.038	"GO:0045321"	"BP"	2	"leukocyte activation"	2	"ENSG00000008438,ENSG00000008516,ENSG00000085265,ENSG00000101307,ENSG00000102010,ENSG00000103196,ENSG00000104918,ENSG00000105501,ENSG00000107968,ENSG00000111913,ENSG00000115271,ENSG00000117090,ENSG00000118520,ENSG00000125538,ENSG00000126759,ENSG00000133710,ENSG00000137801,ENSG00000143546,ENSG00000145287,ENSG00000155307,ENSG00000158825,ENSG00000162747,ENSG00000163220,ENSG00000163221,ENSG00000163464,ENSG00000163661,ENSG00000163993,ENSG00000171049,ENSG00000171051,ENSG00000171236,ENSG00000172216,ENSG00000172322,ENSG00000180871,ENSG00000182885,ENSG00000183019,ENSG00000186431,ENSG00000188404,ENSG00000257335"	4.59045875520308
"31"	"thistle2"	TRUE	3.95e-17	573	115	31	0.27	0.054	"GO:0002274"	"BP"	2	"myeloid leukocyte activation"	3	"ENSG00000008438,ENSG00000008516,ENSG00000085265,ENSG00000101307,ENSG00000103196,ENSG00000104918,ENSG00000105501,ENSG00000115271,ENSG00000117090,ENSG00000118520,ENSG00000126759,ENSG00000137801,ENSG00000143546,ENSG00000145287,ENSG00000158825,ENSG00000162747,ENSG00000163220,ENSG00000163221,ENSG00000163464,ENSG00000163661,ENSG00000163993,ENSG00000171049,ENSG00000171051,ENSG00000171236,ENSG00000172322,ENSG00000180871,ENSG00000182885,ENSG00000183019,ENSG00000186431,ENSG00000188404,ENSG00000257335"	6.58433088121018
"32"	"thistle2"	TRUE	1.11e-16	498	115	29	0.252	0.058	"GO:0036230"	"BP"	2	"granulocyte activation"	4	"ENSG00000008438,ENSG00000008516,ENSG00000085265,ENSG00000101307,ENSG00000103196,ENSG00000104918,ENSG00000105501,ENSG00000115271,ENSG00000118520,ENSG00000126759,ENSG00000143546,ENSG00000145287,ENSG00000158825,ENSG00000162747,ENSG00000163220,ENSG00000163221,ENSG00000163464,ENSG00000163661,ENSG00000163993,ENSG00000171049,ENSG00000171051,ENSG00000171236,ENSG00000172322,ENSG00000180871,ENSG00000182885,ENSG00000183019,ENSG00000186431,ENSG00000188404,ENSG00000257335"	8.24255895781372
"33"	"thistle2"	TRUE	7.95e-17	492	115	29	0.252	0.059	"GO:0042119"	"BP"	2	"neutrophil activation"	5	"ENSG00000008438,ENSG00000008516,ENSG00000085265,ENSG00000101307,ENSG00000103196,ENSG00000104918,ENSG00000105501,ENSG00000115271,ENSG00000118520,ENSG00000126759,ENSG00000143546,ENSG00000145287,ENSG00000158825,ENSG00000162747,ENSG00000163220,ENSG00000163221,ENSG00000163464,ENSG00000163661,ENSG00000163993,ENSG00000171049,ENSG00000171051,ENSG00000171236,ENSG00000172322,ENSG00000180871,ENSG00000182885,ENSG00000183019,ENSG00000186431,ENSG00000188404,ENSG00000257335"	8.5302410302655
"34"	"thistle2"	TRUE	6.72e-15	631	115	30	0.261	0.048	"GO:0002263"	"BP"	2	"cell activation involved in immune response"	2	"ENSG00000008438,ENSG00000008516,ENSG00000085265,ENSG00000101307,ENSG00000103196,ENSG00000104918,ENSG00000105501,ENSG00000115271,ENSG00000117090,ENSG00000118520,ENSG00000126759,ENSG00000143546,ENSG00000145287,ENSG00000158825,ENSG00000162747,ENSG00000163220,ENSG00000163221,ENSG00000163464,ENSG00000163661,ENSG00000163993,ENSG00000171049,ENSG00000171051,ENSG00000171236,ENSG00000172322,ENSG00000180871,ENSG00000182885,ENSG00000183019,ENSG00000186431,ENSG00000188404,ENSG00000257335"	6.17358871600117
"35"	"thistle2"	TRUE	5.64e-15	627	115	30	0.261	0.048	"GO:0002366"	"BP"	2	"leukocyte activation involved in immune response"	3	"ENSG00000008438,ENSG00000008516,ENSG00000085265,ENSG00000101307,ENSG00000103196,ENSG00000104918,ENSG00000105501,ENSG00000115271,ENSG00000117090,ENSG00000118520,ENSG00000126759,ENSG00000143546,ENSG00000145287,ENSG00000158825,ENSG00000162747,ENSG00000163220,ENSG00000163221,ENSG00000163464,ENSG00000163661,ENSG00000163993,ENSG00000171049,ENSG00000171051,ENSG00000171236,ENSG00000172322,ENSG00000180871,ENSG00000182885,ENSG00000183019,ENSG00000186431,ENSG00000188404,ENSG00000257335"	6.18063099862659
"36"	"thistle2"	TRUE	1.9e-17	512	115	30	0.261	0.059	"GO:0002275"	"BP"	2	"myeloid cell activation involved in immune response"	4	"ENSG00000008438,ENSG00000008516,ENSG00000085265,ENSG00000101307,ENSG00000103196,ENSG00000104918,ENSG00000105501,ENSG00000115271,ENSG00000117090,ENSG00000118520,ENSG00000126759,ENSG00000143546,ENSG00000145287,ENSG00000158825,ENSG00000162747,ENSG00000163220,ENSG00000163221,ENSG00000163464,ENSG00000163661,ENSG00000163993,ENSG00000171049,ENSG00000171051,ENSG00000171236,ENSG00000172322,ENSG00000180871,ENSG00000182885,ENSG00000183019,ENSG00000186431,ENSG00000188404,ENSG00000257335"	7.44405126159594
"37"	"thistle2"	TRUE	5.06e-17	484	115	29	0.252	0.06	"GO:0002283"	"BP"	2	"neutrophil activation involved in immune response"	5	"ENSG00000008438,ENSG00000008516,ENSG00000085265,ENSG00000101307,ENSG00000103196,ENSG00000104918,ENSG00000105501,ENSG00000115271,ENSG00000118520,ENSG00000126759,ENSG00000143546,ENSG00000145287,ENSG00000158825,ENSG00000162747,ENSG00000163220,ENSG00000163221,ENSG00000163464,ENSG00000163661,ENSG00000163993,ENSG00000171049,ENSG00000171051,ENSG00000171236,ENSG00000172322,ENSG00000180871,ENSG00000182885,ENSG00000183019,ENSG00000186431,ENSG00000188404,ENSG00000257335"	9.05348917403004
"38"	"thistle2"	TRUE	0.00312	603	115	16	0.139	0.027	"GO:0031347"	"BP"	2	"regulation of defense response"	1	"ENSG00000007908,ENSG00000076662,ENSG00000085265,ENSG00000099985,ENSG00000103313,ENSG00000118520,ENSG00000124882,ENSG00000125538,ENSG00000126262,ENSG00000126759,ENSG00000143546,ENSG00000163220,ENSG00000163221,ENSG00000166523,ENSG00000174885,ENSG00000184557"	4.27752191709995
"39"	"thistle2"	TRUE	0.0256	342	115	11	0.096	0.032	"GO:0031349"	"BP"	2	"positive regulation of defense response"	2	"ENSG00000076662,ENSG00000085265,ENSG00000099985,ENSG00000118520,ENSG00000124882,ENSG00000125538,ENSG00000126262,ENSG00000143546,ENSG00000163220,ENSG00000163221,ENSG00000166523"	4.56837021910978
"40"	"thistle2"	TRUE	0.0488	90	115	6	0.052	0.067	"GO:0050729"	"BP"	2	"positive regulation of inflammatory response"	3	"ENSG00000099985,ENSG00000125538,ENSG00000126262,ENSG00000143546,ENSG00000163220,ENSG00000163221"	7.16263880215776
"41"	"thistle2"	TRUE	4.57e-06	1749	115	34	0.296	0.019	"GO:0016192"	"BP"	2	"vesicle-mediated transport"	1	"ENSG00000007908,ENSG00000008438,ENSG00000008516,ENSG00000085265,ENSG00000101307,ENSG00000103196,ENSG00000104918,ENSG00000105352,ENSG00000105501,ENSG00000115271,ENSG00000118520,ENSG00000125538,ENSG00000126759,ENSG00000137801,ENSG00000143546,ENSG00000145287,ENSG00000158825,ENSG00000162747,ENSG00000163220,ENSG00000163221,ENSG00000163464,ENSG00000163661,ENSG00000163993,ENSG00000171049,ENSG00000171051,ENSG00000171236,ENSG00000172322,ENSG00000180871,ENSG00000182885,ENSG00000183019,ENSG00000186431,ENSG00000188404,ENSG00000198576,ENSG00000257335"	4.1056162016701
"42"	"thistle2"	TRUE	1.66e-09	1228	115	33	0.287	0.027	"GO:0046903"	"BP"	2	"secretion"	1	"ENSG00000008438,ENSG00000008516,ENSG00000085265,ENSG00000099985,ENSG00000101307,ENSG00000103196,ENSG00000104918,ENSG00000105501,ENSG00000115271,ENSG00000118520,ENSG00000125538,ENSG00000126262,ENSG00000126759,ENSG00000137801,ENSG00000143546,ENSG00000145287,ENSG00000158825,ENSG00000162747,ENSG00000163220,ENSG00000163221,ENSG00000163464,ENSG00000163661,ENSG00000163993,ENSG00000171049,ENSG00000171051,ENSG00000171236,ENSG00000172322,ENSG00000180871,ENSG00000182885,ENSG00000183019,ENSG00000186431,ENSG00000188404,ENSG00000257335"	4.31674263025323
"43"	"thistle2"	TRUE	4.05e-10	1167	115	33	0.287	0.028	"GO:0032940"	"BP"	2	"secretion by cell"	2	"ENSG00000008438,ENSG00000008516,ENSG00000085265,ENSG00000099985,ENSG00000101307,ENSG00000103196,ENSG00000104918,ENSG00000105501,ENSG00000115271,ENSG00000118520,ENSG00000125538,ENSG00000126262,ENSG00000126759,ENSG00000137801,ENSG00000143546,ENSG00000145287,ENSG00000158825,ENSG00000162747,ENSG00000163220,ENSG00000163221,ENSG00000163464,ENSG00000163661,ENSG00000163993,ENSG00000171049,ENSG00000171051,ENSG00000171236,ENSG00000172322,ENSG00000180871,ENSG00000182885,ENSG00000183019,ENSG00000186431,ENSG00000188404,ENSG00000257335"	4.45082211826007
"44"	"thistle2"	TRUE	2.1e-12	779	115	30	0.261	0.039	"GO:0006887"	"BP"	2	"exocytosis"	3	"ENSG00000008438,ENSG00000008516,ENSG00000085265,ENSG00000101307,ENSG00000103196,ENSG00000104918,ENSG00000105501,ENSG00000115271,ENSG00000118520,ENSG00000126759,ENSG00000137801,ENSG00000143546,ENSG00000145287,ENSG00000158825,ENSG00000162747,ENSG00000163220,ENSG00000163221,ENSG00000163464,ENSG00000163661,ENSG00000163993,ENSG00000171049,ENSG00000171051,ENSG00000171236,ENSG00000172322,ENSG00000180871,ENSG00000182885,ENSG00000183019,ENSG00000186431,ENSG00000188404,ENSG00000257335"	5.48571859254207
"45"	"thistle2"	TRUE	1.04e-13	697	115	30	0.261	0.043	"GO:0045055"	"BP"	2	"regulated exocytosis"	4	"ENSG00000008438,ENSG00000008516,ENSG00000085265,ENSG00000101307,ENSG00000103196,ENSG00000104918,ENSG00000105501,ENSG00000115271,ENSG00000118520,ENSG00000126759,ENSG00000137801,ENSG00000143546,ENSG00000145287,ENSG00000158825,ENSG00000162747,ENSG00000163220,ENSG00000163221,ENSG00000163464,ENSG00000163661,ENSG00000163993,ENSG00000171049,ENSG00000171051,ENSG00000171236,ENSG00000172322,ENSG00000180871,ENSG00000182885,ENSG00000183019,ENSG00000186431,ENSG00000188404,ENSG00000257335"	7.23095804613523
