"query.number"	"significant"	"p.value"	"term.size"	"query.size"	"overlap.size"	"precision"	"recall"	"term.id"	"domain"	"subgraph.number"	"term.name"	"relative.depth"	"intersection"	"IC"
"15"	"lightyellow"	TRUE	0.01	307	385	21	0.055	0.068	"GO:0000398"	"BP"	11	"mRNA splicing, via spliceosome"	2	"ENSG00000074201,ENSG00000099817,ENSG00000100028,ENSG00000101161,ENSG00000105618,ENSG00000105705,ENSG00000110844,ENSG00000111196,ENSG00000114316,ENSG00000124562,ENSG00000125755,ENSG00000130520,ENSG00000146007,ENSG00000150316,ENSG00000150459,ENSG00000168002,ENSG00000169976,ENSG00000170860,ENSG00000177700,ENSG00000183258,ENSG00000198258"	5.62556872222713
"16"	"lightyellow"	TRUE	0.034	37	385	7	0.018	0.189	"GO:0000387"	"BP"	11	"spliceosomal snRNP assembly"	1	"ENSG00000074201,ENSG00000100028,ENSG00000101161,ENSG00000105618,ENSG00000114316,ENSG00000124562,ENSG00000130520"	7.69894351122473
"17"	"lightyellow"	TRUE	0.0329	5153	385	150	0.39	0.029	"GO:0071840"	"BP"	3	"cellular component organization or biogenesis"	1	"ENSG00000002822,ENSG00000005020,ENSG00000006125,ENSG00000006715,ENSG00000007255,ENSG00000010361,ENSG00000025772,ENSG00000027847,ENSG00000034713,ENSG00000042753,ENSG00000044090,ENSG00000054611,ENSG00000055950,ENSG00000065268,ENSG00000070366,ENSG00000074201,ENSG00000075945,ENSG00000077348,ENSG00000086065,ENSG00000086504,ENSG00000086666,ENSG00000100028,ENSG00000100211,ENSG00000100387,ENSG00000101161,ENSG00000101473,ENSG00000102119,ENSG00000103051,ENSG00000103148,ENSG00000104884,ENSG00000104886,ENSG00000105185,ENSG00000105402,ENSG00000105618,ENSG00000106153,ENSG00000106399,ENSG00000106400,ENSG00000106628,ENSG00000108641,ENSG00000109846,ENSG00000111639,ENSG00000111652,ENSG00000114316,ENSG00000116221,ENSG00000116586,ENSG00000118096,ENSG00000118640,ENSG00000119638,ENSG00000119650,ENSG00000119878,ENSG00000120333,ENSG00000121691,ENSG00000124172,ENSG00000124562,ENSG00000124587,ENSG00000124608,ENSG00000125124,ENSG00000126768,ENSG00000127445,ENSG00000128581,ENSG00000129680,ENSG00000130520,ENSG00000130638,ENSG00000130640,ENSG00000130724,ENSG00000131495,ENSG00000132881,ENSG00000135597,ENSG00000135924,ENSG00000135972,ENSG00000136003,ENSG00000136628,ENSG00000137100,ENSG00000137288,ENSG00000138175,ENSG00000140395,ENSG00000141198,ENSG00000141376,ENSG00000141456,ENSG00000141577,ENSG00000142230,ENSG00000143314,ENSG00000143486,ENSG00000143575,ENSG00000147400,ENSG00000149357,ENSG00000155229,ENSG00000159069,ENSG00000159111,ENSG00000159685,ENSG00000159720,ENSG00000160695,ENSG00000160948,ENSG00000162910,ENSG00000162961,ENSG00000163041,ENSG00000163872,ENSG00000164062,ENSG00000166333,ENSG00000166340,ENSG00000166685,ENSG00000167549,ENSG00000167770,ENSG00000167862,ENSG00000167986,ENSG00000168653,ENSG00000170043,ENSG00000170296,ENSG00000170310,ENSG00000170860,ENSG00000171298,ENSG00000171311,ENSG00000171853,ENSG00000173113,ENSG00000173141,ENSG00000174483,ENSG00000174886,ENSG00000174917,ENSG00000175792,ENSG00000175854,ENSG00000177602,ENSG00000177646,ENSG00000178057,ENSG00000178802,ENSG00000182134,ENSG00000183513,ENSG00000183617,ENSG00000183978,ENSG00000184903,ENSG00000185608,ENSG00000188186,ENSG00000196365,ENSG00000197345,ENSG00000197548,ENSG00000197858,ENSG00000198258,ENSG00000203667,ENSG00000204316,ENSG00000204569,ENSG00000204922,ENSG00000205531,ENSG00000205629,ENSG00000213123,ENSG00000213465,ENSG00000214253,ENSG00000215305,ENSG00000242498,ENSG00000242612,ENSG00000244187,ENSG00000254505"	2.24797428336949
"18"	"lightyellow"	TRUE	0.0152	2574	385	88	0.229	0.034	"GO:0044085"	"BP"	3	"cellular component biogenesis"	2	"ENSG00000005020,ENSG00000006715,ENSG00000007255,ENSG00000010361,ENSG00000034713,ENSG00000042753,ENSG00000065268,ENSG00000074201,ENSG00000075945,ENSG00000077348,ENSG00000086065,ENSG00000100028,ENSG00000100211,ENSG00000100387,ENSG00000101161,ENSG00000103051,ENSG00000103148,ENSG00000104884,ENSG00000105402,ENSG00000105618,ENSG00000106399,ENSG00000108641,ENSG00000109846,ENSG00000114316,ENSG00000118096,ENSG00000119650,ENSG00000121691,ENSG00000124562,ENSG00000124608,ENSG00000125124,ENSG00000128581,ENSG00000129680,ENSG00000130520,ENSG00000130640,ENSG00000130724,ENSG00000131495,ENSG00000132881,ENSG00000135924,ENSG00000135972,ENSG00000136003,ENSG00000136628,ENSG00000137100,ENSG00000137288,ENSG00000138175,ENSG00000141376,ENSG00000141456,ENSG00000141577,ENSG00000143486,ENSG00000143575,ENSG00000147400,ENSG00000155229,ENSG00000159720,ENSG00000160695,ENSG00000160948,ENSG00000163041,ENSG00000166333,ENSG00000167986,ENSG00000168653,ENSG00000170043,ENSG00000170296,ENSG00000170860,ENSG00000171311,ENSG00000171853,ENSG00000173113,ENSG00000174483,ENSG00000174886,ENSG00000175792,ENSG00000175854,ENSG00000177646,ENSG00000178057,ENSG00000178802,ENSG00000183513,ENSG00000183978,ENSG00000184903,ENSG00000196365,ENSG00000197548,ENSG00000197858,ENSG00000203667,ENSG00000204922,ENSG00000205531,ENSG00000205629,ENSG00000213123,ENSG00000213465,ENSG00000214253,ENSG00000215305,ENSG00000242498,ENSG00000244187,ENSG00000254505"	3.59204368857778
"19"	"lightyellow"	TRUE	1.18e-06	1754	385	78	0.203	0.044	"GO:0043933"	"BP"	3	"protein-containing complex subunit organization"	1	"ENSG00000005020,ENSG00000006715,ENSG00000007255,ENSG00000034713,ENSG00000042753,ENSG00000055950,ENSG00000074201,ENSG00000075945,ENSG00000086065,ENSG00000086504,ENSG00000100028,ENSG00000100211,ENSG00000100387,ENSG00000101161,ENSG00000103051,ENSG00000104884,ENSG00000105402,ENSG00000105618,ENSG00000106399,ENSG00000106400,ENSG00000109846,ENSG00000111639,ENSG00000114316,ENSG00000116221,ENSG00000118640,ENSG00000120333,ENSG00000121691,ENSG00000124562,ENSG00000124608,ENSG00000129680,ENSG00000130520,ENSG00000130640,ENSG00000130724,ENSG00000131495,ENSG00000135972,ENSG00000136628,ENSG00000137288,ENSG00000143314,ENSG00000143486,ENSG00000143575,ENSG00000147400,ENSG00000159111,ENSG00000160695,ENSG00000162910,ENSG00000163041,ENSG00000164062,ENSG00000167862,ENSG00000167986,ENSG00000168653,ENSG00000170043,ENSG00000170296,ENSG00000170860,ENSG00000171853,ENSG00000173141,ENSG00000174886,ENSG00000175792,ENSG00000175854,ENSG00000177646,ENSG00000178057,ENSG00000183513,ENSG00000183617,ENSG00000183978,ENSG00000184903,ENSG00000185608,ENSG00000196365,ENSG00000197345,ENSG00000197858,ENSG00000203667,ENSG00000204316,ENSG00000204922,ENSG00000205531,ENSG00000205629,ENSG00000213465,ENSG00000214253,ENSG00000215305,ENSG00000242498,ENSG00000244187,ENSG00000254505"	3.52108831612946
"20"	"lightyellow"	TRUE	0.00119	443	385	28	0.073	0.063	"GO:0022411"	"BP"	3	"cellular component disassembly"	1	"ENSG00000034713,ENSG00000055950,ENSG00000086065,ENSG00000086504,ENSG00000105402,ENSG00000111639,ENSG00000116221,ENSG00000118640,ENSG00000119638,ENSG00000120333,ENSG00000130724,ENSG00000135972,ENSG00000143314,ENSG00000143486,ENSG00000143575,ENSG00000159111,ENSG00000162910,ENSG00000164062,ENSG00000167862,ENSG00000170296,ENSG00000173141,ENSG00000183617,ENSG00000185608,ENSG00000197345,ENSG00000197548,ENSG00000204316,ENSG00000214253,ENSG00000215305"	5.09386718980262
"21"	"lightyellow"	TRUE	1.44e-05	270	385	24	0.062	0.089	"GO:0032984"	"BP"	3	"protein-containing complex disassembly"	2	"ENSG00000034713,ENSG00000055950,ENSG00000086065,ENSG00000086504,ENSG00000105402,ENSG00000111639,ENSG00000116221,ENSG00000118640,ENSG00000120333,ENSG00000130724,ENSG00000135972,ENSG00000143314,ENSG00000143486,ENSG00000159111,ENSG00000162910,ENSG00000164062,ENSG00000167862,ENSG00000170296,ENSG00000173141,ENSG00000183617,ENSG00000185608,ENSG00000197345,ENSG00000204316,ENSG00000215305"	5.98834744910388
"22"	"lightyellow"	TRUE	0.000336	166	385	17	0.044	0.102	"GO:0043624"	"BP"	3	"cellular protein complex disassembly"	3	"ENSG00000055950,ENSG00000086504,ENSG00000105402,ENSG00000111639,ENSG00000116221,ENSG00000120333,ENSG00000135972,ENSG00000143314,ENSG00000159111,ENSG00000162910,ENSG00000164062,ENSG00000167862,ENSG00000173141,ENSG00000183617,ENSG00000185608,ENSG00000197345,ENSG00000204316"	6.12229542161362
"23"	"lightyellow"	TRUE	4.23e-09	151	385	22	0.057	0.146	"GO:0140053"	"BP"	3	"mitochondrial gene expression"	1	"ENSG00000006744,ENSG00000055950,ENSG00000086504,ENSG00000111639,ENSG00000116221,ENSG00000117593,ENSG00000120333,ENSG00000124608,ENSG00000135972,ENSG00000137288,ENSG00000143314,ENSG00000156990,ENSG00000159111,ENSG00000162910,ENSG00000167112,ENSG00000167862,ENSG00000173141,ENSG00000183617,ENSG00000183978,ENSG00000185608,ENSG00000197345,ENSG00000204316"	NA
"24"	"lightyellow"	TRUE	0.000262	1531	385	65	0.169	0.042	"GO:1901566"	"BP"	3	"organonitrogen compound biosynthetic process"	1	"ENSG00000027847,ENSG00000055950,ENSG00000065621,ENSG00000070785,ENSG00000086504,ENSG00000095059,ENSG00000100417,ENSG00000100714,ENSG00000100983,ENSG00000101464,ENSG00000101473,ENSG00000102967,ENSG00000104835,ENSG00000106211,ENSG00000111639,ENSG00000116221,ENSG00000116649,ENSG00000117543,ENSG00000117593,ENSG00000120333,ENSG00000124172,ENSG00000124608,ENSG00000126088,ENSG00000126602,ENSG00000127125,ENSG00000128242,ENSG00000129562,ENSG00000130021,ENSG00000133027,ENSG00000134202,ENSG00000135972,ENSG00000136371,ENSG00000136628,ENSG00000137288,ENSG00000139684,ENSG00000143314,ENSG00000143486,ENSG00000143811,ENSG00000145293,ENSG00000145982,ENSG00000146733,ENSG00000147813,ENSG00000156110,ENSG00000156990,ENSG00000159111,ENSG00000162910,ENSG00000163382,ENSG00000163463,ENSG00000164062,ENSG00000167112,ENSG00000167862,ENSG00000168002,ENSG00000173141,ENSG00000178802,ENSG00000178952,ENSG00000179085,ENSG00000183617,ENSG00000183978,ENSG00000185608,ENSG00000185808,ENSG00000197345,ENSG00000197548,ENSG00000197858,ENSG00000204316,ENSG00000205609"	3.87205680899179
"25"	"lightyellow"	TRUE	0.00318	8739	385	235	0.61	0.027	"GO:0044237"	"BP"	3	"cellular metabolic process"	1	"ENSG00000006125,ENSG00000006744,ENSG00000011485,ENSG00000013563,ENSG00000022277,ENSG00000027847,ENSG00000034713,ENSG00000042753,ENSG00000044090,ENSG00000047249,ENSG00000055950,ENSG00000056050,ENSG00000057935,ENSG00000064490,ENSG00000064601,ENSG00000065268,ENSG00000065621,ENSG00000067829,ENSG00000070366,ENSG00000070785,ENSG00000071553,ENSG00000073050,ENSG00000074201,ENSG00000077348,ENSG00000086504,ENSG00000089053,ENSG00000089220,ENSG00000089248,ENSG00000090581,ENSG00000092010,ENSG00000095059,ENSG00000099817,ENSG00000100028,ENSG00000100211,ENSG00000100324,ENSG00000100387,ENSG00000100417,ENSG00000100714,ENSG00000100726,ENSG00000100949,ENSG00000100983,ENSG00000101161,ENSG00000101464,ENSG00000101473,ENSG00000101882,ENSG00000101997,ENSG00000102967,ENSG00000103043,ENSG00000103148,ENSG00000104522,ENSG00000104835,ENSG00000104884,ENSG00000104886,ENSG00000105185,ENSG00000105325,ENSG00000105393,ENSG00000105401,ENSG00000105618,ENSG00000105705,ENSG00000105755,ENSG00000106066,ENSG00000106153,ENSG00000106211,ENSG00000106399,ENSG00000106400,ENSG00000106605,ENSG00000106628,ENSG00000106733,ENSG00000107223,ENSG00000108469,ENSG00000109911,ENSG00000110536,ENSG00000110844,ENSG00000111144,ENSG00000111196,ENSG00000111639,ENSG00000111652,ENSG00000114316,ENSG00000116221,ENSG00000116586,ENSG00000116649,ENSG00000117543,ENSG00000117593,ENSG00000118420,ENSG00000118640,ENSG00000120333,ENSG00000121691,ENSG00000124172,ENSG00000124562,ENSG00000124608,ENSG00000125755,ENSG00000125818,ENSG00000125995,ENSG00000126088,ENSG00000126107,ENSG00000126247,ENSG00000126458,ENSG00000126602,ENSG00000127125,ENSG00000127445,ENSG00000128242,ENSG00000129559,ENSG00000129562,ENSG00000130021,ENSG00000130520,ENSG00000130724,ENSG00000131495,ENSG00000132330,ENSG00000133027,ENSG00000133935,ENSG00000134202,ENSG00000135924,ENSG00000135972,ENSG00000136003,ENSG00000136104,ENSG00000136371,ENSG00000136628,ENSG00000137288,ENSG00000139684,ENSG00000140350,ENSG00000140395,ENSG00000141127,ENSG00000141198,ENSG00000141376,ENSG00000141456,ENSG00000142230,ENSG00000143314,ENSG00000143486,ENSG00000143575,ENSG00000143811,ENSG00000144559,ENSG00000145293,ENSG00000145982,ENSG00000146007,ENSG00000146733,ENSG00000147400,ENSG00000147813,ENSG00000148688,ENSG00000149262,ENSG00000149357,ENSG00000149476,ENSG00000150316,ENSG00000150456,ENSG00000150459,ENSG00000151065,ENSG00000155229,ENSG00000156110,ENSG00000156990,ENSG00000159069,ENSG00000159111,ENSG00000159720,ENSG00000160199,ENSG00000160695,ENSG00000160948,ENSG00000162585,ENSG00000162910,ENSG00000162961,ENSG00000163041,ENSG00000163346,ENSG00000163382,ENSG00000163463,ENSG00000163634,ENSG00000163872,ENSG00000164062,ENSG00000164404,ENSG00000166169,ENSG00000166228,ENSG00000166333,ENSG00000166340,ENSG00000166562,ENSG00000166823,ENSG00000167112,ENSG00000167272,ENSG00000167325,ENSG00000167770,ENSG00000167862,ENSG00000167986,ENSG00000168002,ENSG00000168653,ENSG00000168781,ENSG00000169189,ENSG00000169976,ENSG00000170296,ENSG00000170860,ENSG00000171298,ENSG00000171311,ENSG00000171703,ENSG00000172878,ENSG00000173113,ENSG00000173141,ENSG00000173163,ENSG00000175792,ENSG00000175854,ENSG00000176393,ENSG00000177156,ENSG00000177602,ENSG00000177646,ENSG00000177700,ENSG00000177830,ENSG00000178802,ENSG00000178952,ENSG00000179085,ENSG00000182134,ENSG00000183258,ENSG00000183617,ENSG00000183978,ENSG00000184903,ENSG00000185608,ENSG00000185808,ENSG00000188186,ENSG00000188243,ENSG00000188266,ENSG00000189283,ENSG00000196365,ENSG00000196510,ENSG00000197345,ENSG00000197548,ENSG00000197858,ENSG00000197894,ENSG00000198258,ENSG00000203667,ENSG00000204310,ENSG00000204316,ENSG00000204356,ENSG00000204569,ENSG00000204922,ENSG00000204947,ENSG00000205323,ENSG00000205609,ENSG00000205629,ENSG00000214253,ENSG00000215305,ENSG00000242612,ENSG00000248098,ENSG00000254505"	1.33189125738454
