"query.number"	"significant"	"p.value"	"term.size"	"query.size"	"overlap.size"	"precision"	"recall"	"term.id"	"domain"	"subgraph.number"	"term.name"	"relative.depth"	"intersection"	"IC"
"11"	"darkolivegreen"	TRUE	0.0176	4501	201	79	0.393	0.018	"GO:0005886"	"CC"	1	"plasma membrane"	1	"ENSG00000018280,ENSG00000023839,ENSG00000064547,ENSG00000073150,ENSG00000074276,ENSG00000078053,ENSG00000088833,ENSG00000089639,ENSG00000091262,ENSG00000093134,ENSG00000096063,ENSG00000101265,ENSG00000103154,ENSG00000105520,ENSG00000108932,ENSG00000109667,ENSG00000110628,ENSG00000111052,ENSG00000111886,ENSG00000113303,ENSG00000115594,ENSG00000115598,ENSG00000115607,ENSG00000117834,ENSG00000119888,ENSG00000123643,ENSG00000123700,ENSG00000123838,ENSG00000126861,ENSG00000128011,ENSG00000130167,ENSG00000131389,ENSG00000131480,ENSG00000132259,ENSG00000132359,ENSG00000135519,ENSG00000137261,ENSG00000137462,ENSG00000137642,ENSG00000141096,ENSG00000143595,ENSG00000144671,ENSG00000146094,ENSG00000148660,ENSG00000150681,ENSG00000151651,ENSG00000156052,ENSG00000160781,ENSG00000161533,ENSG00000163357,ENSG00000165125,ENSG00000165682,ENSG00000165917,ENSG00000166900,ENSG00000167676,ENSG00000167995,ENSG00000169180,ENSG00000170190,ENSG00000171777,ENSG00000172243,ENSG00000172322,ENSG00000175003,ENSG00000179921,ENSG00000181631,ENSG00000184611,ENSG00000187554,ENSG00000188037,ENSG00000188056,ENSG00000188559,ENSG00000188906,ENSG00000196338,ENSG00000197321,ENSG00000198216,ENSG00000198223,ENSG00000204421,ENSG00000204428,ENSG00000213937,ENSG00000221937,ENSG00000256660"	2.11257003817652
"12"	"darkolivegreen"	TRUE	0.0426	1103	201	29	0.144	0.026	"GO:0005215"	"MF"	2	"transporter activity"	1	"ENSG00000018280,ENSG00000022567,ENSG00000023839,ENSG00000073150,ENSG00000091262,ENSG00000108932,ENSG00000109667,ENSG00000110628,ENSG00000117834,ENSG00000123643,ENSG00000123700,ENSG00000131389,ENSG00000132259,ENSG00000135519,ENSG00000143595,ENSG00000144671,ENSG00000147454,ENSG00000160785,ENSG00000163393,ENSG00000165125,ENSG00000167210,ENSG00000167995,ENSG00000169180,ENSG00000170190,ENSG00000175003,ENSG00000184611,ENSG00000188037,ENSG00000197818,ENSG00000198216"	3.17965645062616
"13"	"darkolivegreen"	TRUE	0.00483	930	201	28	0.139	0.03	"GO:0022857"	"MF"	2	"transmembrane transporter activity"	2	"ENSG00000018280,ENSG00000022567,ENSG00000023839,ENSG00000073150,ENSG00000091262,ENSG00000108932,ENSG00000109667,ENSG00000110628,ENSG00000117834,ENSG00000123643,ENSG00000123700,ENSG00000131389,ENSG00000132259,ENSG00000135519,ENSG00000143595,ENSG00000144671,ENSG00000147454,ENSG00000160785,ENSG00000163393,ENSG00000165125,ENSG00000167210,ENSG00000167995,ENSG00000170190,ENSG00000175003,ENSG00000184611,ENSG00000188037,ENSG00000197818,ENSG00000198216"	3.36835814994915
"14"	"darkolivegreen"	TRUE	0.01	750	201	24	0.119	0.032	"GO:0015318"	"MF"	2	"inorganic molecular entity transmembrane transporter activity"	3	"ENSG00000018280,ENSG00000022567,ENSG00000023839,ENSG00000091262,ENSG00000108932,ENSG00000109667,ENSG00000110628,ENSG00000117834,ENSG00000123643,ENSG00000123700,ENSG00000131389,ENSG00000132259,ENSG00000135519,ENSG00000143595,ENSG00000144671,ENSG00000147454,ENSG00000165125,ENSG00000167210,ENSG00000167995,ENSG00000170190,ENSG00000184611,ENSG00000188037,ENSG00000197818,ENSG00000198216"	Inf
"15"	"darkolivegreen"	TRUE	0.00807	793	201	25	0.124	0.032	"GO:0015075"	"MF"	2	"ion transmembrane transporter activity"	3	"ENSG00000018280,ENSG00000022567,ENSG00000023839,ENSG00000091262,ENSG00000108932,ENSG00000109667,ENSG00000110628,ENSG00000117834,ENSG00000123643,ENSG00000123700,ENSG00000131389,ENSG00000132259,ENSG00000135519,ENSG00000144671,ENSG00000147454,ENSG00000163393,ENSG00000165125,ENSG00000167210,ENSG00000167995,ENSG00000170190,ENSG00000175003,ENSG00000184611,ENSG00000188037,ENSG00000197818,ENSG00000198216"	3.57347417248514
"16"	"darkolivegreen4"	TRUE	0.00353	4108	191	73	0.382	0.018	"GO:0051234"	"BP"	1	"establishment of localization"	1	"ENSG00000002919,ENSG00000006534,ENSG00000011600,ENSG00000013364,ENSG00000014216,ENSG00000021355,ENSG00000051523,ENSG00000060971,ENSG00000064666,ENSG00000072110,ENSG00000075399,ENSG00000075624,ENSG00000090659,ENSG00000095383,ENSG00000100284,ENSG00000101152,ENSG00000101336,ENSG00000103187,ENSG00000103490,ENSG00000104904,ENSG00000104915,ENSG00000105329,ENSG00000105355,ENSG00000106348,ENSG00000110446,ENSG00000110719,ENSG00000113732,ENSG00000114738,ENSG00000115107,ENSG00000116688,ENSG00000117410,ENSG00000120306,ENSG00000122359,ENSG00000123146,ENSG00000127507,ENSG00000129450,ENSG00000130429,ENSG00000130724,ENSG00000131236,ENSG00000135441,ENSG00000137312,ENSG00000140678,ENSG00000141505,ENSG00000145736,ENSG00000147416,ENSG00000149357,ENSG00000149781,ENSG00000149925,ENSG00000150337,ENSG00000158869,ENSG00000159720,ENSG00000160685,ENSG00000160883,ENSG00000162704,ENSG00000163466,ENSG00000163959,ENSG00000164713,ENSG00000165175,ENSG00000167552,ENSG00000167613,ENSG00000170458,ENSG00000173638,ENSG00000177105,ENSG00000178342,ENSG00000185482,ENSG00000186074,ENSG00000188603,ENSG00000196923,ENSG00000197548,ENSG00000198019,ENSG00000217555,ENSG00000241553,ENSG00000271605"	2.4579648404211
"17"	"darkolivegreen4"	TRUE	0.00131	4007	191	73	0.382	0.018	"GO:0006810"	"BP"	1	"transport"	2	"ENSG00000002919,ENSG00000006534,ENSG00000011600,ENSG00000013364,ENSG00000014216,ENSG00000021355,ENSG00000051523,ENSG00000060971,ENSG00000064666,ENSG00000072110,ENSG00000075399,ENSG00000075624,ENSG00000090659,ENSG00000095383,ENSG00000100284,ENSG00000101152,ENSG00000101336,ENSG00000103187,ENSG00000103490,ENSG00000104904,ENSG00000104915,ENSG00000105329,ENSG00000105355,ENSG00000106348,ENSG00000110446,ENSG00000110719,ENSG00000113732,ENSG00000114738,ENSG00000115107,ENSG00000116688,ENSG00000117410,ENSG00000120306,ENSG00000122359,ENSG00000123146,ENSG00000127507,ENSG00000129450,ENSG00000130429,ENSG00000130724,ENSG00000131236,ENSG00000135441,ENSG00000137312,ENSG00000140678,ENSG00000141505,ENSG00000145736,ENSG00000147416,ENSG00000149357,ENSG00000149781,ENSG00000149925,ENSG00000150337,ENSG00000158869,ENSG00000159720,ENSG00000160685,ENSG00000160883,ENSG00000162704,ENSG00000163466,ENSG00000163959,ENSG00000164713,ENSG00000165175,ENSG00000167552,ENSG00000167613,ENSG00000170458,ENSG00000173638,ENSG00000177105,ENSG00000178342,ENSG00000185482,ENSG00000186074,ENSG00000188603,ENSG00000196923,ENSG00000197548,ENSG00000198019,ENSG00000217555,ENSG00000241553,ENSG00000271605"	2.48374481483514
"18"	"darkolivegreen4"	TRUE	2.18e-10	1749	191	55	0.288	0.031	"GO:0016192"	"BP"	1	"vesicle-mediated transport"	3	"ENSG00000002919,ENSG00000006534,ENSG00000011600,ENSG00000013364,ENSG00000014216,ENSG00000021355,ENSG00000051523,ENSG00000060971,ENSG00000064666,ENSG00000072110,ENSG00000075624,ENSG00000095383,ENSG00000100284,ENSG00000101152,ENSG00000101336,ENSG00000103187,ENSG00000103490,ENSG00000104915,ENSG00000105329,ENSG00000105355,ENSG00000106348,ENSG00000110719,ENSG00000114738,ENSG00000120306,ENSG00000122359,ENSG00000123146,ENSG00000127507,ENSG00000129450,ENSG00000130429,ENSG00000130724,ENSG00000131236,ENSG00000135441,ENSG00000137312,ENSG00000140678,ENSG00000141505,ENSG00000145736,ENSG00000149357,ENSG00000149781,ENSG00000149925,ENSG00000150337,ENSG00000158869,ENSG00000160883,ENSG00000162704,ENSG00000163466,ENSG00000164713,ENSG00000167613,ENSG00000170458,ENSG00000177105,ENSG00000186074,ENSG00000188603,ENSG00000196923,ENSG00000197548,ENSG00000198019,ENSG00000241553,ENSG00000271605"	4.1056162016701
"19"	"darkolivegreen4"	TRUE	1.06e-07	1228	191	41	0.215	0.033	"GO:0046903"	"BP"	1	"secretion"	3	"ENSG00000006534,ENSG00000011600,ENSG00000013364,ENSG00000014216,ENSG00000021355,ENSG00000051523,ENSG00000060971,ENSG00000064666,ENSG00000072110,ENSG00000100284,ENSG00000101152,ENSG00000101336,ENSG00000103187,ENSG00000103490,ENSG00000105329,ENSG00000106348,ENSG00000110719,ENSG00000115107,ENSG00000120306,ENSG00000123146,ENSG00000127507,ENSG00000129450,ENSG00000130724,ENSG00000131236,ENSG00000140678,ENSG00000149357,ENSG00000149781,ENSG00000149925,ENSG00000158869,ENSG00000160685,ENSG00000160883,ENSG00000162704,ENSG00000163959,ENSG00000164713,ENSG00000167613,ENSG00000170458,ENSG00000177105,ENSG00000178342,ENSG00000197548,ENSG00000217555,ENSG00000271605"	4.31674263025323
"20"	"darkolivegreen4"	TRUE	0.000763	636	191	23	0.12	0.036	"GO:0098657"	"BP"	1	"import into cell"	3	"ENSG00000002919,ENSG00000051523,ENSG00000075624,ENSG00000100284,ENSG00000101336,ENSG00000103490,ENSG00000114738,ENSG00000115107,ENSG00000122359,ENSG00000130429,ENSG00000137312,ENSG00000141505,ENSG00000145736,ENSG00000150337,ENSG00000158869,ENSG00000162704,ENSG00000163466,ENSG00000170458,ENSG00000186074,ENSG00000188603,ENSG00000196923,ENSG00000198019,ENSG00000241553"	8.39209069178468
"21"	"darkolivegreen4"	TRUE	0.000451	569	191	22	0.115	0.039	"GO:0006897"	"BP"	1	"endocytosis"	4	"ENSG00000002919,ENSG00000051523,ENSG00000075624,ENSG00000100284,ENSG00000101336,ENSG00000103490,ENSG00000114738,ENSG00000122359,ENSG00000130429,ENSG00000137312,ENSG00000141505,ENSG00000145736,ENSG00000150337,ENSG00000158869,ENSG00000162704,ENSG00000163466,ENSG00000170458,ENSG00000186074,ENSG00000188603,ENSG00000196923,ENSG00000198019,ENSG00000241553"	5.12166354130572
"22"	"darkolivegreen4"	TRUE	0.0222	279	191	13	0.068	0.047	"GO:0006909"	"BP"	1	"phagocytosis"	5	"ENSG00000051523,ENSG00000075624,ENSG00000101336,ENSG00000103490,ENSG00000122359,ENSG00000130429,ENSG00000150337,ENSG00000158869,ENSG00000162704,ENSG00000163466,ENSG00000170458,ENSG00000186074,ENSG00000241553"	6.27700181137461
"23"	"darkolivegreen4"	TRUE	2.38e-12	2441	191	70	0.366	0.029	"GO:0002376"	"BP"	1	"immune system process"	1	"ENSG00000006534,ENSG00000011600,ENSG00000013364,ENSG00000014216,ENSG00000021355,ENSG00000051523,ENSG00000060971,ENSG00000064666,ENSG00000064932,ENSG00000066336,ENSG00000072110,ENSG00000075624,ENSG00000077238,ENSG00000090659,ENSG00000100284,ENSG00000101152,ENSG00000101336,ENSG00000102524,ENSG00000103187,ENSG00000103490,ENSG00000105329,ENSG00000106348,ENSG00000110719,ENSG00000111729,ENSG00000114738,ENSG00000120306,ENSG00000120949,ENSG00000123146,ENSG00000127507,ENSG00000129450,ENSG00000130429,ENSG00000131236,ENSG00000137312,ENSG00000140678,ENSG00000141574,ENSG00000149357,ENSG00000149925,ENSG00000150337,ENSG00000154589,ENSG00000158869,ENSG00000159128,ENSG00000160211,ENSG00000160593,ENSG00000160685,ENSG00000160883,ENSG00000161638,ENSG00000162704,ENSG00000163154,ENSG00000163466,ENSG00000164713,ENSG00000167613,ENSG00000167850,ENSG00000170458,ENSG00000172936,ENSG00000177105,ENSG00000178896,ENSG00000185499,ENSG00000186074,ENSG00000186407,ENSG00000186818,ENSG00000187796,ENSG00000197272,ENSG00000197548,ENSG00000198019,ENSG00000213654,ENSG00000216490,ENSG00000217555,ENSG00000241553,ENSG00000243646,ENSG00000271605"	2.79342981270393
"24"	"darkolivegreen4"	TRUE	8.23e-10	1054	191	41	0.215	0.039	"GO:0002252"	"BP"	1	"immune effector process"	2	"ENSG00000006534,ENSG00000011600,ENSG00000013364,ENSG00000014216,ENSG00000021355,ENSG00000051523,ENSG00000060971,ENSG00000064666,ENSG00000064932,ENSG00000075624,ENSG00000100284,ENSG00000101152,ENSG00000101336,ENSG00000103187,ENSG00000103490,ENSG00000105329,ENSG00000106348,ENSG00000110719,ENSG00000120306,ENSG00000123146,ENSG00000127507,ENSG00000129450,ENSG00000130429,ENSG00000131236,ENSG00000140678,ENSG00000149357,ENSG00000149925,ENSG00000150337,ENSG00000158869,ENSG00000160883,ENSG00000162704,ENSG00000163466,ENSG00000164713,ENSG00000167613,ENSG00000170458,ENSG00000177105,ENSG00000178896,ENSG00000197272,ENSG00000197548,ENSG00000241553,ENSG00000271605"	4.69437938580291
"25"	"darkolivegreen4"	TRUE	4.14e-08	748	191	32	0.168	0.043	"GO:0002443"	"BP"	1	"leukocyte mediated immunity"	3	"ENSG00000006534,ENSG00000011600,ENSG00000013364,ENSG00000014216,ENSG00000021355,ENSG00000051523,ENSG00000060971,ENSG00000064666,ENSG00000100284,ENSG00000101152,ENSG00000103187,ENSG00000103490,ENSG00000105329,ENSG00000106348,ENSG00000110719,ENSG00000120306,ENSG00000123146,ENSG00000127507,ENSG00000129450,ENSG00000131236,ENSG00000140678,ENSG00000149357,ENSG00000149925,ENSG00000158869,ENSG00000160883,ENSG00000162704,ENSG00000164713,ENSG00000167613,ENSG00000170458,ENSG00000177105,ENSG00000197548,ENSG00000271605"	5.8296258076508
"26"	"darkolivegreen4"	TRUE	1.26e-11	517	191	31	0.162	0.06	"GO:0002444"	"BP"	1	"myeloid leukocyte mediated immunity"	4	"ENSG00000006534,ENSG00000011600,ENSG00000013364,ENSG00000014216,ENSG00000021355,ENSG00000051523,ENSG00000060971,ENSG00000064666,ENSG00000100284,ENSG00000101152,ENSG00000103187,ENSG00000103490,ENSG00000106348,ENSG00000110719,ENSG00000120306,ENSG00000123146,ENSG00000127507,ENSG00000129450,ENSG00000131236,ENSG00000140678,ENSG00000149357,ENSG00000149925,ENSG00000158869,ENSG00000160883,ENSG00000162704,ENSG00000164713,ENSG00000167613,ENSG00000170458,ENSG00000177105,ENSG00000197548,ENSG00000271605"	7.38342663977951
"27"	"darkolivegreen4"	TRUE	1.69e-10	493	191	29	0.152	0.059	"GO:0002446"	"BP"	1	"neutrophil mediated immunity"	5	"ENSG00000006534,ENSG00000011600,ENSG00000013364,ENSG00000014216,ENSG00000021355,ENSG00000051523,ENSG00000060971,ENSG00000064666,ENSG00000100284,ENSG00000101152,ENSG00000103187,ENSG00000103490,ENSG00000106348,ENSG00000110719,ENSG00000120306,ENSG00000123146,ENSG00000129450,ENSG00000131236,ENSG00000140678,ENSG00000149357,ENSG00000149925,ENSG00000158869,ENSG00000160883,ENSG00000162704,ENSG00000164713,ENSG00000167613,ENSG00000170458,ENSG00000177105,ENSG00000197548"	8.49387338609462
"28"	"darkolivegreen4"	TRUE	0.000108	1256	191	36	0.188	0.029	"GO:0002682"	"BP"	1	"regulation of immune system process"	2	"ENSG00000011600,ENSG00000051523,ENSG00000066336,ENSG00000075624,ENSG00000090659,ENSG00000101336,ENSG00000102524,ENSG00000103490,ENSG00000105329,ENSG00000111729,ENSG00000114738,ENSG00000127507,ENSG00000129450,ENSG00000130429,ENSG00000137312,ENSG00000150337,ENSG00000154589,ENSG00000158869,ENSG00000159128,ENSG00000160593,ENSG00000160685,ENSG00000162704,ENSG00000163154,ENSG00000163466,ENSG00000167613,ENSG00000167850,ENSG00000170458,ENSG00000172936,ENSG00000185499,ENSG00000186074,ENSG00000186407,ENSG00000186818,ENSG00000187796,ENSG00000197272,ENSG00000241553,ENSG00000271605"	3.53403025883847
"29"	"darkolivegreen4"	TRUE	0.000102	7282	191	115	0.602	0.016	"GO:0050896"	"BP"	1	"response to stimulus"	1	"ENSG00000006327,ENSG00000006534,ENSG00000011600,ENSG00000013364,ENSG00000014216,ENSG00000021355,ENSG00000051523,ENSG00000060558,ENSG00000060971,ENSG00000064666,ENSG00000064932,ENSG00000075624,ENSG00000077238,ENSG00000085117,ENSG00000090659,ENSG00000100284,ENSG00000101152,ENSG00000101336,ENSG00000102144,ENSG00000102524,ENSG00000103187,ENSG00000103490,ENSG00000105329,ENSG00000105963,ENSG00000106348,ENSG00000107954,ENSG00000110719,ENSG00000111348,ENSG00000111729,ENSG00000113732,ENSG00000113763,ENSG00000114738,ENSG00000116688,ENSG00000117410,ENSG00000117676,ENSG00000120306,ENSG00000120949,ENSG00000122359,ENSG00000122694,ENSG00000123146,ENSG00000123609,ENSG00000125753,ENSG00000127507,ENSG00000129450,ENSG00000130429,ENSG00000131236,ENSG00000137312,ENSG00000137757,ENSG00000139318,ENSG00000140678,ENSG00000141401,ENSG00000141574,ENSG00000145736,ENSG00000147416,ENSG00000149357,ENSG00000149781,ENSG00000149923,ENSG00000149925,ENSG00000150337,ENSG00000152422,ENSG00000154589,ENSG00000158869,ENSG00000159128,ENSG00000159720,ENSG00000159840,ENSG00000160200,ENSG00000160211,ENSG00000160410,ENSG00000160570,ENSG00000160593,ENSG00000160685,ENSG00000160883,ENSG00000161638,ENSG00000162704,ENSG00000163154,ENSG00000163466,ENSG00000164054,ENSG00000164713,ENSG00000165140,ENSG00000167613,ENSG00000167850,ENSG00000170458,ENSG00000171148,ENSG00000171700,ENSG00000172354,ENSG00000172936,ENSG00000173638,ENSG00000177105,ENSG00000177156,ENSG00000177628,ENSG00000178896,ENSG00000180340,ENSG00000185499,ENSG00000186074,ENSG00000186407,ENSG00000186635,ENSG00000186818,ENSG00000187796,ENSG00000188603,ENSG00000188997,ENSG00000196562,ENSG00000196923,ENSG00000196954,ENSG00000197272,ENSG00000197548,ENSG00000197956,ENSG00000198019,ENSG00000213654,ENSG00000216490,ENSG00000217555,ENSG00000235387,ENSG00000241553,ENSG00000243646,ENSG00000247596,ENSG00000271605"	1.35563016342414
"30"	"darkolivegreen4"	TRUE	0.0153	3175	191	59	0.309	0.019	"GO:0042221"	"BP"	1	"response to chemical"	2	"ENSG00000006327,ENSG00000006534,ENSG00000051523,ENSG00000060558,ENSG00000064666,ENSG00000064932,ENSG00000075624,ENSG00000077238,ENSG00000101336,ENSG00000102144,ENSG00000102524,ENSG00000103490,ENSG00000105329,ENSG00000107954,ENSG00000110719,ENSG00000113732,ENSG00000113763,ENSG00000114738,ENSG00000117410,ENSG00000120949,ENSG00000122359,ENSG00000125753,ENSG00000127507,ENSG00000137312,ENSG00000139318,ENSG00000140678,ENSG00000147416,ENSG00000149357,ENSG00000150337,ENSG00000154589,ENSG00000158869,ENSG00000159128,ENSG00000159720,ENSG00000159840,ENSG00000160211,ENSG00000160593,ENSG00000160685,ENSG00000161638,ENSG00000165140,ENSG00000170458,ENSG00000171148,ENSG00000172936,ENSG00000173638,ENSG00000177105,ENSG00000177156,ENSG00000177628,ENSG00000185499,ENSG00000186074,ENSG00000196562,ENSG00000196923,ENSG00000196954,ENSG00000197272,ENSG00000197548,ENSG00000198019,ENSG00000216490,ENSG00000217555,ENSG00000235387,ENSG00000243646,ENSG00000247596"	2.52151884905466
"31"	"darkolivegreen4"	TRUE	0.0262	3230	191	59	0.309	0.018	"GO:0048583"	"BP"	1	"regulation of response to stimulus"	2	"ENSG00000006327,ENSG00000011600,ENSG00000014216,ENSG00000051523,ENSG00000064932,ENSG00000075624,ENSG00000090659,ENSG00000101336,ENSG00000103490,ENSG00000105329,ENSG00000107954,ENSG00000111348,ENSG00000111729,ENSG00000114738,ENSG00000116688,ENSG00000122694,ENSG00000127507,ENSG00000129450,ENSG00000130429,ENSG00000137312,ENSG00000137757,ENSG00000139318,ENSG00000141574,ENSG00000145736,ENSG00000149357,ENSG00000149923,ENSG00000150337,ENSG00000154589,ENSG00000158869,ENSG00000159128,ENSG00000160410,ENSG00000160570,ENSG00000160593,ENSG00000160685,ENSG00000161638,ENSG00000162704,ENSG00000163154,ENSG00000163466,ENSG00000164054,ENSG00000165140,ENSG00000167613,ENSG00000167850,ENSG00000170458,ENSG00000172936,ENSG00000177105,ENSG00000177628,ENSG00000180340,ENSG00000185499,ENSG00000186074,ENSG00000186407,ENSG00000186635,ENSG00000186818,ENSG00000187796,ENSG00000188997,ENSG00000196562,ENSG00000196954,ENSG00000197272,ENSG00000235387,ENSG00000241553"	2.73497161221734
"32"	"darkolivegreen4"	TRUE	1.71e-13	1801	191	61	0.319	0.034	"GO:0006955"	"BP"	1	"immune response"	2	"ENSG00000006534,ENSG00000011600,ENSG00000013364,ENSG00000014216,ENSG00000021355,ENSG00000051523,ENSG00000060971,ENSG00000064666,ENSG00000064932,ENSG00000075624,ENSG00000077238,ENSG00000090659,ENSG00000100284,ENSG00000101152,ENSG00000101336,ENSG00000103187,ENSG00000103490,ENSG00000105329,ENSG00000106348,ENSG00000110719,ENSG00000111729,ENSG00000114738,ENSG00000120306,ENSG00000120949,ENSG00000123146,ENSG00000127507,ENSG00000129450,ENSG00000130429,ENSG00000131236,ENSG00000137312,ENSG00000140678,ENSG00000141574,ENSG00000149357,ENSG00000149925,ENSG00000150337,ENSG00000154589,ENSG00000158869,ENSG00000159128,ENSG00000160593,ENSG00000160883,ENSG00000162704,ENSG00000163466,ENSG00000164713,ENSG00000167613,ENSG00000167850,ENSG00000170458,ENSG00000172936,ENSG00000177105,ENSG00000185499,ENSG00000186074,ENSG00000186407,ENSG00000186818,ENSG00000187796,ENSG00000197272,ENSG00000197548,ENSG00000198019,ENSG00000213654,ENSG00000216490,ENSG00000241553,ENSG00000243646,ENSG00000271605"	3.39074573133391
"33"	"darkolivegreen4"	TRUE	5.12e-06	855	191	31	0.162	0.036	"GO:0050776"	"BP"	1	"regulation of immune response"	3	"ENSG00000011600,ENSG00000051523,ENSG00000075624,ENSG00000090659,ENSG00000101336,ENSG00000103490,ENSG00000105329,ENSG00000111729,ENSG00000114738,ENSG00000127507,ENSG00000129450,ENSG00000130429,ENSG00000137312,ENSG00000150337,ENSG00000154589,ENSG00000158869,ENSG00000159128,ENSG00000160593,ENSG00000162704,ENSG00000163466,ENSG00000167613,ENSG00000167850,ENSG00000170458,ENSG00000172936,ENSG00000185499,ENSG00000186074,ENSG00000186407,ENSG00000186818,ENSG00000187796,ENSG00000197272,ENSG00000241553"	3.93736837208781
