"query.number"	"significant"	"p.value"	"term.size"	"query.size"	"overlap.size"	"precision"	"recall"	"term.id"	"domain"	"subgraph.number"	"term.name"	"relative.depth"	"intersection"	"IC"
"974"	"lightsteelblue1"	TRUE	1.67e-07	552	155	24	0.155	0.043	"GO:0000122"	"BP"	1	"negative regulation of transcription by RNA polymerase II"	2	"ENSG00000095794,ENSG00000105722,ENSG00000119508,ENSG00000125740,ENSG00000125845,ENSG00000127528,ENSG00000130522,ENSG00000132002,ENSG00000132326,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000150347,ENSG00000151929,ENSG00000153234,ENSG00000162772,ENSG00000162924,ENSG00000171223,ENSG00000172216,ENSG00000173846,ENSG00000175197,ENSG00000177606,ENSG00000179094,ENSG00000204389"	5.13647862709086
"975"	"lightsteelblue1"	TRUE	0.00241	10	155	4	0.026	0.4	"GO:0097201"	"BP"	1	"negative regulation of transcription from RNA polymerase II promoter in response to stress"	3	"ENSG00000132002,ENSG00000151929,ENSG00000177606,ENSG00000204389"	9.62885331893361
"976"	"lightsteelblue1"	TRUE	0.0419	19	155	4	0.026	0.211	"GO:0001709"	"BP"	24	"cell fate determination"	1	"ENSG00000006652,ENSG00000136826,ENSG00000143384,ENSG00000164736"	7.99743649978073
"977"	"lightsteelblue1"	TRUE	0.0419	19	155	4	0.026	0.211	"GO:0036499"	"BP"	12	"PERK-mediated unfolded protein response"	1	"ENSG00000087074,ENSG00000158615,ENSG00000162772,ENSG00000175197"	8.73503544291151
"978"	"lightsteelblue1"	TRUE	0.00558	4	155	3	0.019	0.75	"GO:0043435"	"BP"	7	"response to corticotropin-releasing hormone"	1	"ENSG00000119508,ENSG00000123358,ENSG00000153234"	10.2166399838357
"979"	"lightsteelblue1"	TRUE	0.00558	4	155	3	0.019	0.75	"GO:0071376"	"BP"	7	"cellular response to corticotropin-releasing hormone stimulus"	2	"ENSG00000119508,ENSG00000123358,ENSG00000153234"	10.2166399838357
"980"	"lightsteelblue1"	TRUE	0.0152	15	155	4	0.026	0.267	"GO:0042026"	"BP"	4	"protein refolding"	1	"ENSG00000140403,ENSG00000173110,ENSG00000204388,ENSG00000204389"	8.60720207140162
"981"	"lightsteelblue1"	TRUE	0.0307	36	155	5	0.032	0.139	"GO:1900744"	"BP"	10	"regulation of p38MAPK cascade"	1	"ENSG00000099860,ENSG00000116717,ENSG00000125845,ENSG00000143507,ENSG00000179094"	8.88163891710338
"982"	"lightsteelblue1"	TRUE	0.00533	133	155	9	0.058	0.068	"GO:0045444"	"BP"	20	"fat cell differentiation"	1	"ENSG00000073756,ENSG00000119508,ENSG00000122877,ENSG00000123358,ENSG00000125845,ENSG00000132326,ENSG00000136826,ENSG00000153234,ENSG00000172216"	6.50306791713142
"983"	"lightsteelblue1"	TRUE	0.0333	18	155	4	0.026	0.222	"GO:0070841"	"BP"	9	"inclusion body assembly"	1	"ENSG00000132002,ENSG00000140403,ENSG00000204388,ENSG00000204389"	8.7815554585464
"984"	"lightsteelblue1"	TRUE	0.00805	13	155	4	0.026	0.308	"GO:0090083"	"BP"	9	"regulation of inclusion body assembly"	1	"ENSG00000132002,ENSG00000140403,ENSG00000204388,ENSG00000204389"	9.05348917403004
"985"	"lightsteelblue1"	TRUE	0.00241	10	155	4	0.026	0.4	"GO:0090084"	"BP"	9	"negative regulation of inclusion body assembly"	2	"ENSG00000132002,ENSG00000140403,ENSG00000204388,ENSG00000204389"	9.52349280327578
"986"	"lightsteelblue1"	TRUE	0.0337	4986	155	68	0.439	0.014	"GO:0031974"	"CC"	11	"membrane-enclosed lumen"	1	"ENSG00000055483,ENSG00000067082,ENSG00000069956,ENSG00000070495,ENSG00000073756,ENSG00000075426,ENSG00000081052,ENSG00000102393,ENSG00000102760,ENSG00000102786,ENSG00000105722,ENSG00000111859,ENSG00000112081,ENSG00000116717,ENSG00000116752,ENSG00000118985,ENSG00000119508,ENSG00000120694,ENSG00000120738,ENSG00000122877,ENSG00000123358,ENSG00000125740,ENSG00000127528,ENSG00000130522,ENSG00000131263,ENSG00000132002,ENSG00000132510,ENSG00000136527,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000140563,ENSG00000142871,ENSG00000143479,ENSG00000143507,ENSG00000144802,ENSG00000150347,ENSG00000153234,ENSG00000153922,ENSG00000156030,ENSG00000160789,ENSG00000160888,ENSG00000162616,ENSG00000162772,ENSG00000162924,ENSG00000163635,ENSG00000164736,ENSG00000166483,ENSG00000167565,ENSG00000169031,ENSG00000170345,ENSG00000170542,ENSG00000171223,ENSG00000172216,ENSG00000173110,ENSG00000173276,ENSG00000173846,ENSG00000175197,ENSG00000177606,ENSG00000178878,ENSG00000179094,ENSG00000181722,ENSG00000185022,ENSG00000198754,ENSG00000204388,ENSG00000204389,ENSG00000204569,ENSG00000213190"	2.31652234550961
"987"	"lightsteelblue1"	TRUE	0.0337	4986	155	68	0.439	0.014	"GO:0043233"	"CC"	11	"organelle lumen"	1	"ENSG00000055483,ENSG00000067082,ENSG00000069956,ENSG00000070495,ENSG00000073756,ENSG00000075426,ENSG00000081052,ENSG00000102393,ENSG00000102760,ENSG00000102786,ENSG00000105722,ENSG00000111859,ENSG00000112081,ENSG00000116717,ENSG00000116752,ENSG00000118985,ENSG00000119508,ENSG00000120694,ENSG00000120738,ENSG00000122877,ENSG00000123358,ENSG00000125740,ENSG00000127528,ENSG00000130522,ENSG00000131263,ENSG00000132002,ENSG00000132510,ENSG00000136527,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000140563,ENSG00000142871,ENSG00000143479,ENSG00000143507,ENSG00000144802,ENSG00000150347,ENSG00000153234,ENSG00000153922,ENSG00000156030,ENSG00000160789,ENSG00000160888,ENSG00000162616,ENSG00000162772,ENSG00000162924,ENSG00000163635,ENSG00000164736,ENSG00000166483,ENSG00000167565,ENSG00000169031,ENSG00000170345,ENSG00000170542,ENSG00000171223,ENSG00000172216,ENSG00000173110,ENSG00000173276,ENSG00000173846,ENSG00000175197,ENSG00000177606,ENSG00000178878,ENSG00000179094,ENSG00000181722,ENSG00000185022,ENSG00000198754,ENSG00000204388,ENSG00000204389,ENSG00000204569,ENSG00000213190"	2.32959442707696
"988"	"lightsteelblue1"	TRUE	0.0174	12325	155	131	0.845	0.011	"GO:0005622"	"CC"	11	"intracellular"	1	"ENSG00000047365,ENSG00000055483,ENSG00000059804,ENSG00000067064,ENSG00000067082,ENSG00000069956,ENSG00000070495,ENSG00000073756,ENSG00000073803,ENSG00000075426,ENSG00000076604,ENSG00000081052,ENSG00000087074,ENSG00000095794,ENSG00000099860,ENSG00000100221,ENSG00000102096,ENSG00000102393,ENSG00000102760,ENSG00000102786,ENSG00000105722,ENSG00000111859,ENSG00000112081,ENSG00000116717,ENSG00000116752,ENSG00000117000,ENSG00000118985,ENSG00000119508,ENSG00000120129,ENSG00000120217,ENSG00000120694,ENSG00000120738,ENSG00000120833,ENSG00000122877,ENSG00000123358,ENSG00000125740,ENSG00000125845,ENSG00000127528,ENSG00000130522,ENSG00000131016,ENSG00000131263,ENSG00000132002,ENSG00000132326,ENSG00000132510,ENSG00000132906,ENSG00000136527,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000140403,ENSG00000140563,ENSG00000142178,ENSG00000142871,ENSG00000143333,ENSG00000143384,ENSG00000143479,ENSG00000143507,ENSG00000143878,ENSG00000144655,ENSG00000144802,ENSG00000146278,ENSG00000147894,ENSG00000148339,ENSG00000150347,ENSG00000151651,ENSG00000151929,ENSG00000153234,ENSG00000153922,ENSG00000154640,ENSG00000156030,ENSG00000158050,ENSG00000158615,ENSG00000159200,ENSG00000159388,ENSG00000160789,ENSG00000160888,ENSG00000162616,ENSG00000162772,ENSG00000162783,ENSG00000162924,ENSG00000163635,ENSG00000163659,ENSG00000163660,ENSG00000164169,ENSG00000164736,ENSG00000164741,ENSG00000164949,ENSG00000165046,ENSG00000165195,ENSG00000166148,ENSG00000166483,ENSG00000166579,ENSG00000167565,ENSG00000167604,ENSG00000169031,ENSG00000170345,ENSG00000170542,ENSG00000171174,ENSG00000171223,ENSG00000171612,ENSG00000172216,ENSG00000173110,ENSG00000173276,ENSG00000173334,ENSG00000173846,ENSG00000174429,ENSG00000175197,ENSG00000176597,ENSG00000176641,ENSG00000177606,ENSG00000178053,ENSG00000178878,ENSG00000179094,ENSG00000181722,ENSG00000184557,ENSG00000185022,ENSG00000185222,ENSG00000188215,ENSG00000196428,ENSG00000197019,ENSG00000197121,ENSG00000197147,ENSG00000197329,ENSG00000198576,ENSG00000198754,ENSG00000204388,ENSG00000204389,ENSG00000204569,ENSG00000205869,ENSG00000213190,ENSG00000255112"	0.535768712823952
"989"	"lightsteelblue1"	TRUE	0.00915	12227	155	131	0.845	0.011	"GO:0044424"	"CC"	11	"intracellular part"	2	"ENSG00000047365,ENSG00000055483,ENSG00000059804,ENSG00000067064,ENSG00000067082,ENSG00000069956,ENSG00000070495,ENSG00000073756,ENSG00000073803,ENSG00000075426,ENSG00000076604,ENSG00000081052,ENSG00000087074,ENSG00000095794,ENSG00000099860,ENSG00000100221,ENSG00000102096,ENSG00000102393,ENSG00000102760,ENSG00000102786,ENSG00000105722,ENSG00000111859,ENSG00000112081,ENSG00000116717,ENSG00000116752,ENSG00000117000,ENSG00000118985,ENSG00000119508,ENSG00000120129,ENSG00000120217,ENSG00000120694,ENSG00000120738,ENSG00000120833,ENSG00000122877,ENSG00000123358,ENSG00000125740,ENSG00000125845,ENSG00000127528,ENSG00000130522,ENSG00000131016,ENSG00000131263,ENSG00000132002,ENSG00000132326,ENSG00000132510,ENSG00000132906,ENSG00000136527,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000140403,ENSG00000140563,ENSG00000142178,ENSG00000142871,ENSG00000143333,ENSG00000143384,ENSG00000143479,ENSG00000143507,ENSG00000143878,ENSG00000144655,ENSG00000144802,ENSG00000146278,ENSG00000147894,ENSG00000148339,ENSG00000150347,ENSG00000151651,ENSG00000151929,ENSG00000153234,ENSG00000153922,ENSG00000154640,ENSG00000156030,ENSG00000158050,ENSG00000158615,ENSG00000159200,ENSG00000159388,ENSG00000160789,ENSG00000160888,ENSG00000162616,ENSG00000162772,ENSG00000162783,ENSG00000162924,ENSG00000163635,ENSG00000163659,ENSG00000163660,ENSG00000164169,ENSG00000164736,ENSG00000164741,ENSG00000164949,ENSG00000165046,ENSG00000165195,ENSG00000166148,ENSG00000166483,ENSG00000166579,ENSG00000167565,ENSG00000167604,ENSG00000169031,ENSG00000170345,ENSG00000170542,ENSG00000171174,ENSG00000171223,ENSG00000171612,ENSG00000172216,ENSG00000173110,ENSG00000173276,ENSG00000173334,ENSG00000173846,ENSG00000174429,ENSG00000175197,ENSG00000176597,ENSG00000176641,ENSG00000177606,ENSG00000178053,ENSG00000178878,ENSG00000179094,ENSG00000181722,ENSG00000184557,ENSG00000185022,ENSG00000185222,ENSG00000188215,ENSG00000196428,ENSG00000197019,ENSG00000197121,ENSG00000197147,ENSG00000197329,ENSG00000198576,ENSG00000198754,ENSG00000204388,ENSG00000204389,ENSG00000204569,ENSG00000205869,ENSG00000213190,ENSG00000255112"	0.550802445394251
"990"	"lightsteelblue1"	TRUE	0.0337	4986	155	68	0.439	0.014	"GO:0070013"	"CC"	11	"intracellular organelle lumen"	1	"ENSG00000055483,ENSG00000067082,ENSG00000069956,ENSG00000070495,ENSG00000073756,ENSG00000075426,ENSG00000081052,ENSG00000102393,ENSG00000102760,ENSG00000102786,ENSG00000105722,ENSG00000111859,ENSG00000112081,ENSG00000116717,ENSG00000116752,ENSG00000118985,ENSG00000119508,ENSG00000120694,ENSG00000120738,ENSG00000122877,ENSG00000123358,ENSG00000125740,ENSG00000127528,ENSG00000130522,ENSG00000131263,ENSG00000132002,ENSG00000132510,ENSG00000136527,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000140563,ENSG00000142871,ENSG00000143479,ENSG00000143507,ENSG00000144802,ENSG00000150347,ENSG00000153234,ENSG00000153922,ENSG00000156030,ENSG00000160789,ENSG00000160888,ENSG00000162616,ENSG00000162772,ENSG00000162924,ENSG00000163635,ENSG00000164736,ENSG00000166483,ENSG00000167565,ENSG00000169031,ENSG00000170345,ENSG00000170542,ENSG00000171223,ENSG00000172216,ENSG00000173110,ENSG00000173276,ENSG00000173846,ENSG00000175197,ENSG00000177606,ENSG00000178878,ENSG00000179094,ENSG00000181722,ENSG00000185022,ENSG00000198754,ENSG00000204388,ENSG00000204389,ENSG00000204569,ENSG00000213190"	2.34223377680148
"991"	"lightsteelblue1"	TRUE	0.0111	8902	155	105	0.677	0.012	"GO:0043231"	"CC"	11	"intracellular membrane-bounded organelle"	1	"ENSG00000055483,ENSG00000067064,ENSG00000067082,ENSG00000069956,ENSG00000070495,ENSG00000073756,ENSG00000075426,ENSG00000076604,ENSG00000081052,ENSG00000087074,ENSG00000095794,ENSG00000099860,ENSG00000102393,ENSG00000102760,ENSG00000102786,ENSG00000105722,ENSG00000111859,ENSG00000112081,ENSG00000116717,ENSG00000116752,ENSG00000117000,ENSG00000118985,ENSG00000119508,ENSG00000120129,ENSG00000120694,ENSG00000120738,ENSG00000122877,ENSG00000123358,ENSG00000125740,ENSG00000125845,ENSG00000127528,ENSG00000130522,ENSG00000131263,ENSG00000132002,ENSG00000132326,ENSG00000132510,ENSG00000136527,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000140563,ENSG00000142178,ENSG00000142871,ENSG00000143384,ENSG00000143479,ENSG00000143507,ENSG00000143878,ENSG00000144655,ENSG00000144802,ENSG00000146278,ENSG00000147894,ENSG00000148339,ENSG00000150347,ENSG00000151651,ENSG00000151929,ENSG00000153234,ENSG00000153922,ENSG00000156030,ENSG00000158050,ENSG00000159200,ENSG00000160789,ENSG00000160888,ENSG00000162616,ENSG00000162772,ENSG00000162783,ENSG00000162924,ENSG00000163635,ENSG00000163659,ENSG00000163660,ENSG00000164736,ENSG00000164741,ENSG00000165046,ENSG00000165195,ENSG00000166483,ENSG00000167565,ENSG00000167604,ENSG00000169031,ENSG00000170345,ENSG00000170542,ENSG00000171223,ENSG00000171612,ENSG00000172216,ENSG00000173110,ENSG00000173276,ENSG00000173334,ENSG00000173846,ENSG00000175197,ENSG00000176597,ENSG00000176641,ENSG00000177606,ENSG00000178053,ENSG00000178878,ENSG00000179094,ENSG00000181722,ENSG00000185022,ENSG00000185222,ENSG00000196428,ENSG00000197019,ENSG00000197121,ENSG00000198754,ENSG00000204388,ENSG00000204389,ENSG00000204569,ENSG00000213190,ENSG00000255112"	1.06743453164193
"992"	"lightsteelblue1"	TRUE	7.71e-07	5787	155	88	0.568	0.015	"GO:0005634"	"CC"	11	"nucleus"	2	"ENSG00000055483,ENSG00000067082,ENSG00000069956,ENSG00000070495,ENSG00000075426,ENSG00000076604,ENSG00000095794,ENSG00000099860,ENSG00000102760,ENSG00000102786,ENSG00000105722,ENSG00000111859,ENSG00000112081,ENSG00000116717,ENSG00000116752,ENSG00000117000,ENSG00000118985,ENSG00000119508,ENSG00000120129,ENSG00000120694,ENSG00000120738,ENSG00000122877,ENSG00000123358,ENSG00000125740,ENSG00000127528,ENSG00000130522,ENSG00000131263,ENSG00000132002,ENSG00000132326,ENSG00000132510,ENSG00000136527,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000140563,ENSG00000142178,ENSG00000143384,ENSG00000143479,ENSG00000143507,ENSG00000143878,ENSG00000144655,ENSG00000144802,ENSG00000146278,ENSG00000147894,ENSG00000150347,ENSG00000151929,ENSG00000153234,ENSG00000153922,ENSG00000156030,ENSG00000158050,ENSG00000159200,ENSG00000160789,ENSG00000160888,ENSG00000162616,ENSG00000162772,ENSG00000162783,ENSG00000162924,ENSG00000163635,ENSG00000163659,ENSG00000163660,ENSG00000164736,ENSG00000164741,ENSG00000166483,ENSG00000167565,ENSG00000167604,ENSG00000170345,ENSG00000170542,ENSG00000171223,ENSG00000172216,ENSG00000173110,ENSG00000173276,ENSG00000173334,ENSG00000173846,ENSG00000175197,ENSG00000177606,ENSG00000178053,ENSG00000178878,ENSG00000179094,ENSG00000181722,ENSG00000185022,ENSG00000185222,ENSG00000196428,ENSG00000197019,ENSG00000204388,ENSG00000204389,ENSG00000204569,ENSG00000213190,ENSG00000255112"	1.71060122635403
"993"	"lightsteelblue1"	TRUE	0.00348	4200	155	63	0.406	0.015	"GO:0044428"	"CC"	11	"nuclear part"	3	"ENSG00000055483,ENSG00000067082,ENSG00000069956,ENSG00000070495,ENSG00000075426,ENSG00000102760,ENSG00000102786,ENSG00000105722,ENSG00000111859,ENSG00000112081,ENSG00000116717,ENSG00000116752,ENSG00000118985,ENSG00000119508,ENSG00000120694,ENSG00000120738,ENSG00000122877,ENSG00000123358,ENSG00000125740,ENSG00000127528,ENSG00000130522,ENSG00000131263,ENSG00000132002,ENSG00000132510,ENSG00000136527,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000140563,ENSG00000143479,ENSG00000143507,ENSG00000144802,ENSG00000150347,ENSG00000153234,ENSG00000153922,ENSG00000156030,ENSG00000158050,ENSG00000160789,ENSG00000160888,ENSG00000162616,ENSG00000162772,ENSG00000162924,ENSG00000163635,ENSG00000164736,ENSG00000166483,ENSG00000167565,ENSG00000170345,ENSG00000170542,ENSG00000171223,ENSG00000172216,ENSG00000173110,ENSG00000173276,ENSG00000173846,ENSG00000175197,ENSG00000177606,ENSG00000178878,ENSG00000179094,ENSG00000181722,ENSG00000185022,ENSG00000204388,ENSG00000204389,ENSG00000204569,ENSG00000213190"	2.26686113785937
"994"	"lightsteelblue1"	TRUE	0.00179	3933	155	61	0.394	0.016	"GO:0031981"	"CC"	11	"nuclear lumen"	4	"ENSG00000055483,ENSG00000067082,ENSG00000069956,ENSG00000070495,ENSG00000075426,ENSG00000102760,ENSG00000102786,ENSG00000105722,ENSG00000111859,ENSG00000112081,ENSG00000116717,ENSG00000116752,ENSG00000118985,ENSG00000119508,ENSG00000120694,ENSG00000120738,ENSG00000122877,ENSG00000123358,ENSG00000125740,ENSG00000127528,ENSG00000130522,ENSG00000131263,ENSG00000132002,ENSG00000132510,ENSG00000136527,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000140563,ENSG00000143479,ENSG00000143507,ENSG00000144802,ENSG00000150347,ENSG00000153234,ENSG00000153922,ENSG00000156030,ENSG00000160789,ENSG00000160888,ENSG00000162616,ENSG00000162772,ENSG00000162924,ENSG00000163635,ENSG00000164736,ENSG00000166483,ENSG00000167565,ENSG00000170345,ENSG00000170542,ENSG00000171223,ENSG00000172216,ENSG00000173276,ENSG00000173846,ENSG00000175197,ENSG00000177606,ENSG00000178878,ENSG00000179094,ENSG00000181722,ENSG00000185022,ENSG00000204388,ENSG00000204389,ENSG00000204569,ENSG00000213190"	2.48419377213271
"995"	"lightsteelblue1"	TRUE	0.000316	3384	155	57	0.368	0.017	"GO:0005654"	"CC"	11	"nucleoplasm"	4	"ENSG00000055483,ENSG00000069956,ENSG00000070495,ENSG00000075426,ENSG00000102786,ENSG00000105722,ENSG00000111859,ENSG00000112081,ENSG00000116717,ENSG00000116752,ENSG00000118985,ENSG00000119508,ENSG00000120694,ENSG00000120738,ENSG00000122877,ENSG00000123358,ENSG00000125740,ENSG00000130522,ENSG00000131263,ENSG00000132002,ENSG00000132510,ENSG00000136527,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000140563,ENSG00000143479,ENSG00000143507,ENSG00000144802,ENSG00000150347,ENSG00000153234,ENSG00000153922,ENSG00000156030,ENSG00000160789,ENSG00000160888,ENSG00000162616,ENSG00000162772,ENSG00000162924,ENSG00000163635,ENSG00000164736,ENSG00000166483,ENSG00000170345,ENSG00000170542,ENSG00000171223,ENSG00000172216,ENSG00000173276,ENSG00000173846,ENSG00000175197,ENSG00000177606,ENSG00000178878,ENSG00000179094,ENSG00000181722,ENSG00000185022,ENSG00000204388,ENSG00000204389,ENSG00000204569,ENSG00000213190"	2.82602063333852
"996"	"lightsteelblue1"	TRUE	1.01e-07	5	155	5	0.032	1	"GO:0035976"	"CC"	2	"transcription factor AP-1 complex"	1	"ENSG00000130522,ENSG00000170345,ENSG00000171223,ENSG00000175197,ENSG00000177606"	11.1376645818415
"997"	"lightsteelblue1"	TRUE	6.61e-06	663	155	24	0.155	0.036	"GO:0001067"	"MF"	6	"regulatory region nucleic acid binding"	1	"ENSG00000067082,ENSG00000075426,ENSG00000095794,ENSG00000119508,ENSG00000120738,ENSG00000122877,ENSG00000130522,ENSG00000132326,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000150347,ENSG00000156030,ENSG00000160888,ENSG00000162772,ENSG00000162924,ENSG00000163659,ENSG00000164736,ENSG00000170345,ENSG00000171223,ENSG00000172216,ENSG00000175197,ENSG00000177606,ENSG00000179094"	3.87867859562912
"998"	"lightsteelblue1"	TRUE	3.57e-06	1310	155	35	0.226	0.027	"GO:0003677"	"MF"	6	"DNA binding"	1	"ENSG00000067082,ENSG00000075426,ENSG00000076604,ENSG00000095794,ENSG00000105722,ENSG00000117000,ENSG00000119508,ENSG00000120738,ENSG00000122877,ENSG00000123358,ENSG00000125740,ENSG00000127528,ENSG00000130522,ENSG00000132326,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000150347,ENSG00000153234,ENSG00000156030,ENSG00000159200,ENSG00000160888,ENSG00000162772,ENSG00000162924,ENSG00000163659,ENSG00000164736,ENSG00000170345,ENSG00000171223,ENSG00000172216,ENSG00000173276,ENSG00000175197,ENSG00000177606,ENSG00000178053,ENSG00000179094,ENSG00000185022"	2.77140582539657
"999"	"lightsteelblue1"	TRUE	9.81e-05	763	155	24	0.155	0.031	"GO:0043565"	"MF"	6	"sequence-specific DNA binding"	2	"ENSG00000067082,ENSG00000075426,ENSG00000095794,ENSG00000105722,ENSG00000119508,ENSG00000120738,ENSG00000122877,ENSG00000130522,ENSG00000132326,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000150347,ENSG00000160888,ENSG00000162772,ENSG00000162924,ENSG00000170345,ENSG00000171223,ENSG00000172216,ENSG00000173276,ENSG00000175197,ENSG00000177606,ENSG00000179094,ENSG00000185022"	3.78168632964181
"1000"	"lightsteelblue1"	TRUE	0.000381	641	155	21	0.135	0.033	"GO:0003690"	"MF"	6	"double-stranded DNA binding"	2	"ENSG00000067082,ENSG00000075426,ENSG00000095794,ENSG00000119508,ENSG00000120738,ENSG00000122877,ENSG00000130522,ENSG00000132326,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000150347,ENSG00000160888,ENSG00000162772,ENSG00000162924,ENSG00000170345,ENSG00000171223,ENSG00000172216,ENSG00000175197,ENSG00000177606,ENSG00000179094"	6.05343031711328
"1001"	"lightsteelblue1"	TRUE	5.08e-05	569	155	21	0.135	0.037	"GO:1990837"	"MF"	6	"sequence-specific double-stranded DNA binding"	3	"ENSG00000067082,ENSG00000075426,ENSG00000095794,ENSG00000119508,ENSG00000120738,ENSG00000122877,ENSG00000130522,ENSG00000132326,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000150347,ENSG00000160888,ENSG00000162772,ENSG00000162924,ENSG00000170345,ENSG00000171223,ENSG00000172216,ENSG00000175197,ENSG00000177606,ENSG00000179094"	NA
"1002"	"lightsteelblue1"	TRUE	6.61e-06	663	155	24	0.155	0.036	"GO:0044212"	"MF"	6	"transcription regulatory region DNA binding"	2	"ENSG00000067082,ENSG00000075426,ENSG00000095794,ENSG00000119508,ENSG00000120738,ENSG00000122877,ENSG00000130522,ENSG00000132326,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000150347,ENSG00000156030,ENSG00000160888,ENSG00000162772,ENSG00000162924,ENSG00000163659,ENSG00000164736,ENSG00000170345,ENSG00000171223,ENSG00000172216,ENSG00000175197,ENSG00000177606,ENSG00000179094"	3.88458827935435
"1003"	"lightsteelblue1"	TRUE	6.85e-05	474	155	19	0.123	0.04	"GO:0001012"	"MF"	6	"RNA polymerase II regulatory region DNA binding"	3	"ENSG00000067082,ENSG00000075426,ENSG00000095794,ENSG00000119508,ENSG00000120738,ENSG00000122877,ENSG00000130522,ENSG00000136603,ENSG00000136997,ENSG00000150347,ENSG00000160888,ENSG00000162772,ENSG00000162924,ENSG00000170345,ENSG00000171223,ENSG00000172216,ENSG00000175197,ENSG00000177606,ENSG00000179094"	4.42056527178404
"1004"	"lightsteelblue1"	TRUE	1.99e-05	539	155	21	0.135	0.039	"GO:0000976"	"MF"	6	"transcription regulatory region sequence-specific DNA binding"	3	"ENSG00000067082,ENSG00000075426,ENSG00000095794,ENSG00000119508,ENSG00000120738,ENSG00000122877,ENSG00000130522,ENSG00000132326,ENSG00000136603,ENSG00000136826,ENSG00000136997,ENSG00000150347,ENSG00000160888,ENSG00000162772,ENSG00000162924,ENSG00000170345,ENSG00000171223,ENSG00000172216,ENSG00000175197,ENSG00000177606,ENSG00000179094"	4.25920475539004
"1005"	"lightsteelblue1"	TRUE	6.85e-05	474	155	19	0.123	0.04	"GO:0000977"	"MF"	6	"RNA polymerase II regulatory region sequence-specific DNA binding"	4	"ENSG00000067082,ENSG00000075426,ENSG00000095794,ENSG00000119508,ENSG00000120738,ENSG00000122877,ENSG00000130522,ENSG00000136603,ENSG00000136997,ENSG00000150347,ENSG00000160888,ENSG00000162772,ENSG00000162924,ENSG00000170345,ENSG00000171223,ENSG00000172216,ENSG00000175197,ENSG00000177606,ENSG00000179094"	4.42782746782583
