"query.number"	"significant"	"p.value"	"term.size"	"query.size"	"overlap.size"	"precision"	"recall"	"term.id"	"domain"	"subgraph.number"	"term.name"	"relative.depth"	"intersection"	"IC"
"28"	"thistle1"	TRUE	6.1e-15	1011	112	36	0.321	0.036	"GO:0045321"	"BP"	1	"leukocyte activation"	2	"ENSG00000005844,ENSG00000013725,ENSG00000026751,ENSG00000073861,ENSG00000081277,ENSG00000100351,ENSG00000100448,ENSG00000101082,ENSG00000105369,ENSG00000113263,ENSG00000115085,ENSG00000116824,ENSG00000122223,ENSG00000125245,ENSG00000133710,ENSG00000134242,ENSG00000137077,ENSG00000137078,ENSG00000153563,ENSG00000156738,ENSG00000157873,ENSG00000160593,ENSG00000162739,ENSG00000163508,ENSG00000163599,ENSG00000167286,ENSG00000167984,ENSG00000168071,ENSG00000172794,ENSG00000173762,ENSG00000175463,ENSG00000180644,ENSG00000181847,ENSG00000182866,ENSG00000198851,ENSG00000213809"	4.59045875520308
"29"	"thistle1"	TRUE	9.38e-21	488	112	32	0.286	0.066	"GO:0046649"	"BP"	1	"lymphocyte activation"	3	"ENSG00000005844,ENSG00000013725,ENSG00000026751,ENSG00000073861,ENSG00000100351,ENSG00000101082,ENSG00000105369,ENSG00000113263,ENSG00000115085,ENSG00000116824,ENSG00000122223,ENSG00000125245,ENSG00000133710,ENSG00000134242,ENSG00000137077,ENSG00000137078,ENSG00000153563,ENSG00000156738,ENSG00000157873,ENSG00000160593,ENSG00000162739,ENSG00000163508,ENSG00000163599,ENSG00000167286,ENSG00000167984,ENSG00000168071,ENSG00000173762,ENSG00000180644,ENSG00000181847,ENSG00000182866,ENSG00000198851,ENSG00000213809"	4.74520999957904
"30"	"thistle1"	TRUE	5.26e-20	316	112	27	0.241	0.085	"GO:0042110"	"BP"	1	"T cell activation"	4	"ENSG00000005844,ENSG00000013725,ENSG00000073861,ENSG00000100351,ENSG00000101082,ENSG00000113263,ENSG00000115085,ENSG00000116824,ENSG00000125245,ENSG00000133710,ENSG00000134242,ENSG00000137077,ENSG00000137078,ENSG00000153563,ENSG00000157873,ENSG00000160593,ENSG00000162739,ENSG00000163508,ENSG00000163599,ENSG00000167286,ENSG00000167984,ENSG00000168071,ENSG00000173762,ENSG00000181847,ENSG00000182866,ENSG00000198851,ENSG00000213809"	5.20600468973947
"31"	"thistle1"	TRUE	0.0374	53	112	5	0.045	0.094	"GO:0030101"	"BP"	1	"natural killer cell activation"	4	"ENSG00000026751,ENSG00000116824,ENSG00000122223,ENSG00000134242,ENSG00000213809"	7.31521838975297
"32"	"thistle1"	TRUE	0.0154	7	112	3	0.027	0.429	"GO:0001771"	"BP"	1	"immunological synapse formation"	4	"ENSG00000013725,ENSG00000137077,ENSG00000180644"	9.42818262347145
"33"	"thistle1"	TRUE	3.22e-07	1280	112	30	0.268	0.023	"GO:0006952"	"BP"	1	"defense response"	1	"ENSG00000005844,ENSG00000013725,ENSG00000026751,ENSG00000100351,ENSG00000100448,ENSG00000101082,ENSG00000113263,ENSG00000115085,ENSG00000115523,ENSG00000116701,ENSG00000121966,ENSG00000130592,ENSG00000134242,ENSG00000137077,ENSG00000138755,ENSG00000145708,ENSG00000157873,ENSG00000162654,ENSG00000162676,ENSG00000162739,ENSG00000167984,ENSG00000172236,ENSG00000180644,ENSG00000182866,ENSG00000183542,ENSG00000183918,ENSG00000213809,ENSG00000232629,ENSG00000237541,ENSG00000243811"	3.48633813025068
"34"	"thistle1"	TRUE	3.33e-06	55	112	8	0.071	0.145	"GO:0006968"	"BP"	1	"cellular defense response"	2	"ENSG00000113263,ENSG00000115523,ENSG00000116701,ENSG00000130592,ENSG00000138755,ENSG00000180644,ENSG00000183542,ENSG00000183918"	7.71520403209651
"35"	"thistle1"	TRUE	0.0164	708	112	16	0.143	0.023	"GO:0045087"	"BP"	1	"innate immune response"	2	"ENSG00000026751,ENSG00000100351,ENSG00000101082,ENSG00000113263,ENSG00000115085,ENSG00000116701,ENSG00000134242,ENSG00000137077,ENSG00000162654,ENSG00000162676,ENSG00000162739,ENSG00000167984,ENSG00000182866,ENSG00000213809,ENSG00000232629,ENSG00000237541"	3.99168559335939
"36"	"thistle1"	TRUE	1.65e-06	415	112	17	0.152	0.041	"GO:0050865"	"BP"	1	"regulation of cell activation"	1	"ENSG00000013725,ENSG00000073861,ENSG00000100351,ENSG00000101082,ENSG00000115085,ENSG00000116824,ENSG00000133710,ENSG00000134242,ENSG00000137077,ENSG00000137078,ENSG00000157873,ENSG00000163599,ENSG00000168071,ENSG00000181847,ENSG00000182866,ENSG00000198851,ENSG00000213809"	5.20467224450569
"37"	"thistle1"	TRUE	5.45e-07	386	112	17	0.152	0.044	"GO:0002694"	"BP"	1	"regulation of leukocyte activation"	2	"ENSG00000013725,ENSG00000073861,ENSG00000100351,ENSG00000101082,ENSG00000115085,ENSG00000116824,ENSG00000133710,ENSG00000134242,ENSG00000137077,ENSG00000137078,ENSG00000157873,ENSG00000163599,ENSG00000168071,ENSG00000181847,ENSG00000182866,ENSG00000198851,ENSG00000213809"	5.25940546646658
"38"	"thistle1"	TRUE	6.31e-08	336	112	17	0.152	0.051	"GO:0051249"	"BP"	1	"regulation of lymphocyte activation"	3	"ENSG00000013725,ENSG00000073861,ENSG00000100351,ENSG00000101082,ENSG00000115085,ENSG00000116824,ENSG00000133710,ENSG00000134242,ENSG00000137077,ENSG00000137078,ENSG00000157873,ENSG00000163599,ENSG00000168071,ENSG00000181847,ENSG00000182866,ENSG00000198851,ENSG00000213809"	5.38035807688425
"39"	"thistle1"	TRUE	1.58e-09	226	112	16	0.143	0.071	"GO:0050863"	"BP"	1	"regulation of T cell activation"	4	"ENSG00000013725,ENSG00000073861,ENSG00000100351,ENSG00000115085,ENSG00000116824,ENSG00000133710,ENSG00000134242,ENSG00000137077,ENSG00000137078,ENSG00000157873,ENSG00000163599,ENSG00000168071,ENSG00000181847,ENSG00000182866,ENSG00000198851,ENSG00000213809"	5.71018577078679
"40"	"thistle1"	TRUE	0.00282	280	112	11	0.098	0.039	"GO:0050867"	"BP"	1	"positive regulation of cell activation"	2	"ENSG00000013725,ENSG00000100351,ENSG00000115085,ENSG00000116824,ENSG00000137077,ENSG00000157873,ENSG00000163599,ENSG00000168071,ENSG00000182866,ENSG00000198851,ENSG00000213809"	5.71683031350546
"41"	"thistle1"	TRUE	0.00205	271	112	11	0.098	0.041	"GO:0002696"	"BP"	1	"positive regulation of leukocyte activation"	3	"ENSG00000013725,ENSG00000100351,ENSG00000115085,ENSG00000116824,ENSG00000137077,ENSG00000157873,ENSG00000163599,ENSG00000168071,ENSG00000182866,ENSG00000198851,ENSG00000213809"	5.73930316935752
"42"	"thistle1"	TRUE	0.00573	243	112	10	0.089	0.041	"GO:0051251"	"BP"	1	"positive regulation of lymphocyte activation"	4	"ENSG00000013725,ENSG00000100351,ENSG00000115085,ENSG00000137077,ENSG00000157873,ENSG00000163599,ENSG00000168071,ENSG00000182866,ENSG00000198851,ENSG00000213809"	5.81726471082723
"43"	"thistle1"	TRUE	0.000761	46	112	6	0.054	0.13	"GO:0031294"	"BP"	1	"lymphocyte costimulation"	5	"ENSG00000100351,ENSG00000137077,ENSG00000157873,ENSG00000163599,ENSG00000182866,ENSG00000213809"	7.44405126159594
"44"	"thistle1"	TRUE	0.0145	270	112	10	0.089	0.037	"GO:0045785"	"BP"	1	"positive regulation of cell adhesion"	1	"ENSG00000013725,ENSG00000100351,ENSG00000115085,ENSG00000137077,ENSG00000157873,ENSG00000163599,ENSG00000168071,ENSG00000182866,ENSG00000198851,ENSG00000213809"	5.58191099560609
"45"	"thistle1"	TRUE	0.000478	185	112	10	0.089	0.054	"GO:0022409"	"BP"	1	"positive regulation of cell-cell adhesion"	2	"ENSG00000013725,ENSG00000100351,ENSG00000115085,ENSG00000137077,ENSG00000157873,ENSG00000163599,ENSG00000168071,ENSG00000182866,ENSG00000198851,ENSG00000213809"	5.97387541649535
"46"	"thistle1"	TRUE	0.000109	158	112	10	0.089	0.063	"GO:1903039"	"BP"	1	"positive regulation of leukocyte cell-cell adhesion"	3	"ENSG00000013725,ENSG00000100351,ENSG00000115085,ENSG00000137077,ENSG00000157873,ENSG00000163599,ENSG00000168071,ENSG00000182866,ENSG00000198851,ENSG00000213809"	6.1090501948636
"47"	"thistle1"	TRUE	7.07e-05	151	112	10	0.089	0.066	"GO:0050870"	"BP"	1	"positive regulation of T cell activation"	4	"ENSG00000013725,ENSG00000100351,ENSG00000115085,ENSG00000137077,ENSG00000157873,ENSG00000163599,ENSG00000168071,ENSG00000182866,ENSG00000198851,ENSG00000213809"	6.12563432287914
"48"	"thistle1"	TRUE	0.000665	45	112	6	0.054	0.133	"GO:0031295"	"BP"	1	"T cell costimulation"	5	"ENSG00000100351,ENSG00000137077,ENSG00000157873,ENSG00000163599,ENSG00000182866,ENSG00000213809"	7.48227247441614
"49"	"thistle1"	TRUE	0.0259	572	112	14	0.125	0.024	"GO:0002520"	"BP"	1	"immune system development"	1	"ENSG00000073861,ENSG00000105369,ENSG00000113263,ENSG00000115085,ENSG00000116824,ENSG00000125245,ENSG00000133710,ENSG00000134242,ENSG00000153563,ENSG00000162739,ENSG00000163508,ENSG00000163599,ENSG00000167286,ENSG00000182866"	4.54469223269954
"50"	"thistle1"	TRUE	0.0138	541	112	14	0.125	0.026	"GO:0048534"	"BP"	1	"hematopoietic or lymphoid organ development"	2	"ENSG00000073861,ENSG00000105369,ENSG00000113263,ENSG00000115085,ENSG00000116824,ENSG00000125245,ENSG00000133710,ENSG00000134242,ENSG00000153563,ENSG00000162739,ENSG00000163508,ENSG00000163599,ENSG00000167286,ENSG00000182866"	4.62864254217323
"51"	"thistle1"	TRUE	0.00984	525	112	14	0.125	0.027	"GO:0030097"	"BP"	1	"hemopoiesis"	3	"ENSG00000073861,ENSG00000105369,ENSG00000113263,ENSG00000115085,ENSG00000116824,ENSG00000125245,ENSG00000133710,ENSG00000134242,ENSG00000153563,ENSG00000162739,ENSG00000163508,ENSG00000163599,ENSG00000167286,ENSG00000182866"	4.72357854049518
"52"	"thistle1"	TRUE	2.59e-05	321	112	14	0.125	0.044	"GO:0002521"	"BP"	1	"leukocyte differentiation"	4	"ENSG00000073861,ENSG00000105369,ENSG00000113263,ENSG00000115085,ENSG00000116824,ENSG00000125245,ENSG00000133710,ENSG00000134242,ENSG00000153563,ENSG00000162739,ENSG00000163508,ENSG00000163599,ENSG00000167286,ENSG00000182866"	5.22349000408049
"53"	"thistle1"	TRUE	1.51e-07	216	112	14	0.125	0.065	"GO:0030098"	"BP"	1	"lymphocyte differentiation"	5	"ENSG00000073861,ENSG00000105369,ENSG00000113263,ENSG00000115085,ENSG00000116824,ENSG00000125245,ENSG00000133710,ENSG00000134242,ENSG00000153563,ENSG00000162739,ENSG00000163508,ENSG00000163599,ENSG00000167286,ENSG00000182866"	5.66698250777789
