"query.number"	"significant"	"p.value"	"term.size"	"query.size"	"overlap.size"	"precision"	"recall"	"term.id"	"domain"	"subgraph.number"	"term.name"	"relative.depth"	"intersection"	"IC"
"11"	"lavenderblush3"	TRUE	0.0377	12	248	4	0.016	0.333	"GO:0016889"	"MF"	1	"endodeoxyribonuclease activity, producing 3'-phosphomonoesters"	1	"ENSG00000132207,ENSG00000172732,ENSG00000178295,ENSG00000197774"	8.65612000255767
"12"	"lavenderblush3"	TRUE	0.00992	9	248	4	0.016	0.444	"GO:0008821"	"MF"	1	"crossover junction endodeoxyribonuclease activity"	2	"ENSG00000132207,ENSG00000172732,ENSG00000178295,ENSG00000197774"	9.16694562632366
"13"	"lavenderblush3"	TRUE	0.0441	137	76	7	0.092	0.051	"KEGG:04120"	"keg"	6	"Ubiquitin mediated proteolysis"	1	"ENSG00000089053,ENSG00000100023,ENSG00000102858,ENSG00000130177,ENSG00000140464,ENSG00000174989,ENSG00000176248"	NA
"14"	"lavenderblush3"	TRUE	0.0221	106	136	8	0.059	0.075	"REAC:R-HSA-72306"	"rea"	2	"tRNA processing"	1	"ENSG00000006744,ENSG00000071894,ENSG00000092094,ENSG00000100416,ENSG00000125450,ENSG00000130299,ENSG00000136243,ENSG00000213339"	NA
"15"	"lavenderblush3"	TRUE	0.0234	34	136	5	0.037	0.147	"REAC:R-HSA-5693537"	"rea"	4	"Resolution of D-Loop Structures"	1	"ENSG00000132207,ENSG00000172732,ENSG00000178295,ENSG00000197774,ENSG00000258366"	NA
"16"	"lavenderblush3"	TRUE	0.00593	13	136	4	0.029	0.308	"REAC:R-HSA-2564830"	"rea"	3	"Cytosolic iron-sulfur cluster assembly"	1	"ENSG00000103245,ENSG00000155229,ENSG00000188566,ENSG00000258366"	NA
"17"	"pink"	TRUE	1.25e-06	527	270	30	0.111	0.057	"GO:0001816"	"BP"	15	"cytokine production"	1	"ENSG00000010610,ENSG00000010671,ENSG00000049768,ENSG00000066294,ENSG00000074966,ENSG00000081985,ENSG00000096996,ENSG00000102245,ENSG00000103653,ENSG00000105851,ENSG00000109943,ENSG00000110944,ENSG00000111729,ENSG00000116824,ENSG00000117090,ENSG00000123338,ENSG00000131042,ENSG00000134242,ENSG00000143184,ENSG00000154451,ENSG00000157017,ENSG00000162739,ENSG00000165025,ENSG00000174130,ENSG00000182578,ENSG00000184293,ENSG00000185507,ENSG00000196664,ENSG00000197471,ENSG00000254087"	4.58113634993282
"18"	"pink"	TRUE	3.05e-05	73	270	11	0.041	0.151	"GO:0032609"	"BP"	15	"interferon-gamma production"	2	"ENSG00000049768,ENSG00000074966,ENSG00000081985,ENSG00000096996,ENSG00000110944,ENSG00000116824,ENSG00000134242,ENSG00000143184,ENSG00000162739,ENSG00000196664,ENSG00000197471"	7.03028735067308
"19"	"pink"	TRUE	3.59e-06	485	270	28	0.104	0.058	"GO:0001817"	"BP"	15	"regulation of cytokine production"	1	"ENSG00000010610,ENSG00000010671,ENSG00000049768,ENSG00000066294,ENSG00000074966,ENSG00000081985,ENSG00000096996,ENSG00000102245,ENSG00000103653,ENSG00000109943,ENSG00000110944,ENSG00000111729,ENSG00000116824,ENSG00000117090,ENSG00000123338,ENSG00000131042,ENSG00000134242,ENSG00000143184,ENSG00000154451,ENSG00000157017,ENSG00000162739,ENSG00000165025,ENSG00000174130,ENSG00000182578,ENSG00000185507,ENSG00000196664,ENSG00000197471,ENSG00000254087"	4.67773215236976
"20"	"pink"	TRUE	0.000156	67	270	10	0.037	0.149	"GO:0032649"	"BP"	15	"regulation of interferon-gamma production"	2	"ENSG00000049768,ENSG00000074966,ENSG00000081985,ENSG00000096996,ENSG00000110944,ENSG00000116824,ENSG00000134242,ENSG00000143184,ENSG00000162739,ENSG00000196664"	7.20110508298555
"21"	"pink"	TRUE	0.000898	315	270	19	0.07	0.06	"GO:0001819"	"BP"	15	"positive regulation of cytokine production"	2	"ENSG00000010610,ENSG00000074966,ENSG00000081985,ENSG00000096996,ENSG00000102245,ENSG00000109943,ENSG00000110944,ENSG00000116824,ENSG00000131042,ENSG00000134242,ENSG00000143184,ENSG00000154451,ENSG00000162739,ENSG00000165025,ENSG00000174130,ENSG00000182578,ENSG00000185507,ENSG00000196664,ENSG00000197471"	5.14271695050355
"22"	"pink"	TRUE	0.000991	46	270	8	0.03	0.174	"GO:0032729"	"BP"	15	"positive regulation of interferon-gamma production"	3	"ENSG00000074966,ENSG00000081985,ENSG00000096996,ENSG00000110944,ENSG00000116824,ENSG00000134242,ENSG00000162739,ENSG00000196664"	7.66719481291015
"23"	"pink"	TRUE	0.0484	76	270	8	0.03	0.105	"GO:0030593"	"BP"	20	"neutrophil chemotaxis"	1	"ENSG00000105851,ENSG00000108700,ENSG00000123338,ENSG00000128340,ENSG00000143184,ENSG00000143185,ENSG00000160593,ENSG00000165025"	7.33744152653768
"24"	"pink"	TRUE	0.0252	10	270	4	0.015	0.4	"GO:0001782"	"BP"	16	"B cell homeostasis"	1	"ENSG00000123338,ENSG00000135905,ENSG00000175857,ENSG00000254087"	8.42488051460767
